SOC_level,SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,test,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,SHAP_test,fold
SOC_100,0.9998703309423077,12.412769230769227,16.405054807692306,4.183234615384615,0.05811113500000001,1.3653846153846154,1.0026388968950584,0.3163219025072612,0.022641054986625726,0.5311995132243744,0.37735143756610334,0.20808050323438906,0.03198781064787629,1.0
SOC_95,0.9499446949692308,12.587153846153846,14.032538153846154,4.065567692307692,0.5551498202923076,1.2923076923076924,0.8888048215169929,0.33938084983810907,0.022243009417210347,0.4708891453151949,0.3805402469235616,0.18456530910560218,0.0328577243344715,1.0
SOC_90,0.8999719605471698,13.700603773584906,14.541602830188683,4.035858490566038,0.6562717559433963,1.3773584905660377,0.9522163262872265,0.3367742769258593,0.02002162512650994,0.46399554225875345,0.36756327733292044,0.1810786882503933,0.040452537152033195,1.0
SOC_80,0.7999843543617022,13.662148936170212,14.64336936170213,3.9391723404255305,0.8270484017234043,1.425531914893617,0.8200595720473377,0.2819990828578073,0.021877093184175855,0.46659192783582176,0.3149824197751351,0.18077934337713,0.04396218851917086,1.0
SOC_70,0.7000093433571429,13.145595238095238,14.895851904761903,3.8428714285714287,0.918231171952381,1.4761904761904763,0.8151126568080662,0.21689178961192654,0.026703662112219417,0.51090990225025,0.240122440495872,0.14004471120564546,0.04386039212019005,1.0
SOC_60,0.5999978439074075,16.891462962962958,14.955913148148149,3.7585888888888883,0.7447052935,1.3703703703703705,0.6790142984596218,0.13829734415881967,0.033624094953201074,0.5582443602378825,0.1522055985380171,0.11564749228884198,0.03324503604475736,1.0
SOC_50,0.4999938739400001,16.96238,14.404563000000001,3.667332,0.80619559878,1.4,0.6715784752679717,0.08224969831338967,0.034928977645770645,0.5318960500923916,0.09802636188971808,0.11157394674117968,0.027741900503868235,1.0
SOC_40,0.3999738181698113,17.172792452830187,13.71604358490566,3.5884735849056604,0.7564739943773586,1.3773584905660377,0.6656896152546328,0.08697272828822948,0.03491751567544613,0.4894640486773525,0.15569651874160076,0.10619393155522942,0.02626577983955185,1.0
SOC_30,0.29984356134482754,17.450862068965513,13.524477068965519,3.515203448275862,0.6969186600000001,1.3448275862068966,0.7595863157303733,0.1583017678074599,0.03167435729462685,0.4506326888507666,0.3372323612713833,0.10152580710666871,0.025789737213535457,1.0
SOC_20,0.1999914376551724,16.14018965517241,12.719153275862068,3.4234948275862065,0.7184800717068964,1.3448275862068966,0.9143755837639004,0.42451199629672715,0.028479134651424827,0.37553659854585236,0.5132455660456968,0.08596170518940198,0.031224504635902123,1.0
SOC_15,0.14999969261538462,16.498169230769232,12.692021846153848,3.376298461538462,0.6131316522307693,1.2923076923076924,1.051362704105627,0.6256186612361299,0.02753261132301459,0.3050557559523015,0.5842497017914787,0.06862868853149792,0.030059473253535824,1.0
SOC_10,0.10002153183720928,14.875093023255811,14.725344418604653,3.267774418604651,0.5841566366976744,1.4186046511627908,1.2377685621904042,0.861258237070017,0.028061090847984943,0.3396834115415465,0.7178373420455081,0.07138732595796977,0.04029908064471254,1.0
SOC_5,0.04998857561111111,11.551333333333336,20.688188888888888,3.116422222222222,0.1962121208888889,1.5,1.328119727175317,0.872758735938761,0.03208696151499882,0.43903181858865237,0.8172507906297688,0.07879354152369261,0.04534736946457997,1.0
SOC_2,0.01999759457142857,8.85957142857143,19.67797142857143,3.2671571428571426,0.0,2.0,1.4316370979108122,0.8057303551625644,0.02475358365032922,0.4543868430584137,0.6613147600643735,0.12256260599072057,0.0743706732536001,1.0
