colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_lambda,subsample,val_rmse,val_r2,best_iteration,best_n_estimators,n_leaves,n_splits,n_nodes,bin_id,bin_mid,bin_median,bin_min,bin_count,bin_left,bin_right
0.75,0.0,0.1,4,3,1,0.8,3.3898166653023294,0.9902524718935278,425,426,6653,6177,12830,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
0.75,0.0,0.1,4,3,5,0.8,3.4268897653357566,0.990038096186754,563,564,8142,7528,15670,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
0.75,0.0,0.1,4,3,10,1.0,3.429929271067711,0.9900204167782952,862,863,11498,10585,22083,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.0,0.05,4,3,1,1.0,3.433587261913317,0.9899991191435984,993,994,13325,12325,25650,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.1,0.1,4,3,5,0.8,3.4628043246363687,0.9898281961299892,648,649,8768,8069,16837,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
0.75,0.1,0.03,4,3,1,0.8,3.470638487837172,0.9897821191902116,990,991,13383,12383,25766,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.3,0.1,4,3,1,0.8,3.4718231235719323,0.98977514264535,364,365,4988,4573,9561,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.03,4,3,1,0.8,3.4794420026662016,0.9897302167221852,991,992,13721,12721,26442,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.1,0.1,4,3,1,0.8,3.480462196070071,0.9897241935143634,342,343,5300,4907,10207,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.3,0.1,4,3,5,0.8,3.4912532005970998,0.9896603754541108,549,550,6620,6020,12640,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
0.75,0.3,0.03,4,3,1,0.8,3.4919245877644656,0.9896563983385488,991,992,12500,11500,24000,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
0.75,0.0,0.1,4,3,10,0.8,3.52014304285362,0.9894885483157584,864,865,11932,11017,22949,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.05,4,3,1,0.8,3.5353751758680247,0.9893973825642528,648,649,9597,8898,18495,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.3,0.05,4,3,1,0.8,3.536485358593364,0.9893907226256142,548,549,7418,6819,14237,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.1,0.05,4,3,1,0.8,3.540048107296718,0.9893693357260112,580,581,8429,7798,16227,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
0.75,0.1,0.05,4,3,5,0.8,3.5802576407212103,0.989126468030648,850,851,11420,10519,21939,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.0,0.05,4,3,5,0.8,3.584153074549079,0.9891027936633472,850,851,11793,10892,22685,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.1,3,3,1,0.8,3.6087592193567537,0.9889526557362238,965,966,7710,6710,14420,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.3,0.05,4,3,5,0.8,3.623135709525685,0.98886446010871,850,851,10365,9464,19829,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
0.75,0.0,0.1,4,3,5,1.0,3.6328726767726,0.9888045274477674,748,749,10452,9653,20105,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
1.0,0.1,0.1,4,3,20,0.8,3.638298938654395,0.988771058102242,733,734,10210,9426,19636,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
1.0,0.0,0.1,4,3,1,0.8,3.6442172777135577,0.988734496655068,376,377,6243,5816,12059,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.0,0.05,4,3,1,0.8,3.652214973435807,0.9886849952522484,733,734,11423,10639,22062,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.0,0.05,4,3,5,1.0,3.6611164643868026,0.9886297722408368,970,971,12558,11558,24116,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
0.75,1.0,0.1,4,3,1,0.8,3.663666929472131,0.9886139249056348,344,345,3212,2817,6029,3,3154.0,5.783886118106104,3.663666929472131,169,2773.6,3651.3999999999996
0.75,0.1,0.1,4,3,10,0.8,3.6658966215807633,0.9886000616546244,549,550,7419,6819,14238,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.0,0.03,4,3,1,1.0,3.6680271413086194,0.9885868071339696,997,998,13359,12359,25718,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.1,0.05,4,3,10,0.8,3.671501441309826,0.9885651760861318,998,999,12397,11397,23794,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.3,0.1,4,3,20,0.8,3.6726678873927465,0.9885579091820856,733,734,9001,8217,17218,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.3,0.05,4,3,10,0.8,3.67692922790351,0.9885313416112724,998,999,11516,10516,22032,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.0,0.05,4,3,10,0.8,3.6782951367029737,0.9885228192546588,998,999,12826,11826,24652,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.1,0.05,4,3,10,0.8,3.6896234583895393,0.9884520161230136,998,999,13413,12413,25826,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.3,0.1,4,3,10,0.8,3.700181408199352,0.9883858318749672,549,550,6758,6158,12916,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
1.0,0.0,0.05,4,3,10,0.8,3.700342130265847,0.9883848229008464,998,999,13914,12914,26828,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.0,0.1,4,3,20,1.0,3.701840641730629,0.9883754135004472,993,994,12187,11187,23374,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.03,4,3,5,0.8,3.7179139388015594,0.9882742470325776,995,996,12994,11994,24988,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
0.75,0.3,0.1,4,3,20,0.8,3.7179531487029673,0.9882739997067655,991,992,10411,9411,19822,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
0.75,0.0,0.1,4,3,20,0.8,3.720647418461216,0.9882569987097752,850,851,11393,10492,21885,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.1,0.03,4,3,5,0.8,3.727439964090091,0.9882140826933452,995,996,12755,11755,24510,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.3,0.1,4,3,10,0.8,3.727737519685268,0.9882122009162272,648,649,8074,7375,15449,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
0.75,0.3,0.03,4,3,5,0.8,3.7297735630856175,0.988199320704152,998,999,12204,11204,23408,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.1,0.05,4,3,1,0.8,3.7359525424727473,0.9881601888096008,863,864,12559,11645,24204,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.1,0.1,4,3,1,0.8,3.744729038297045,0.9881044953245608,376,377,5991,5564,11555,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,1.0,0.05,4,3,1,0.8,3.746290939854101,0.9880945701834892,563,564,5443,4829,10272,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,1.0,0.03,4,3,1,0.8,3.7560093907546737,0.988032721057649,719,720,7849,7079,14928,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.1,0.1,4,3,20,0.8,3.758323056233501,0.988017973060432,866,867,10898,9981,20879,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.0,0.1,4,3,20,0.8,3.7598271123891807,0.9880083808847848,733,734,10840,10056,20896,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.0,0.1,4,3,10,0.8,3.762725156544029,0.9879898876753808,733,734,11065,10281,21346,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.3,0.05,4,3,5,0.8,3.7661245708088114,0.9879681769268754,864,865,11230,10315,21545,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.3,0.1,4,3,1,0.8,3.7681575713921376,0.9879551835672766,376,377,5390,4963,10353,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
1.0,0.0,0.05,4,3,5,0.8,3.770572071053407,0.987939742852784,735,736,11119,10333,21452,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.3,0.05,4,3,10,0.8,3.770871185671834,0.9879378293276042,998,999,12321,11321,23642,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.1,4,5,1,0.8,3.777203103411004,0.9878972865494312,418,419,6205,5736,11941,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.0,0.05,4,5,1,0.8,3.779396388764353,0.987883227252012,648,649,9076,8377,17453,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.3,0.05,4,5,1,0.8,3.7796598289555647,0.9878815380107412,735,736,9177,8391,17568,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.1,0.1,4,5,1,0.8,3.782449658925344,0.987863641730512,449,450,6296,5796,12092,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
1.0,0.1,0.03,4,3,1,0.8,3.783138979985108,0.9878592178198706,976,977,14185,13185,27370,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.0,0.1,4,3,1,1.0,3.784003738678933,0.9878536668491444,489,490,7224,6684,13908,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.0,0.05,4,3,1,1.0,3.790640604690511,0.987811021922556,995,996,13637,12637,26274,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,1.0,0.1,4,3,5,0.8,3.791230079769384,0.9878072306596888,342,343,3475,3082,6557,3,3154.0,5.783886118106104,3.663666929472131,169,2773.6,3651.3999999999996
1.0,0.0,0.03,4,3,1,0.8,3.793471868039752,0.9877928070093068,863,864,13272,12358,25630,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.1,0.1,4,3,10,0.8,3.800713524547343,0.98774615598419,647,648,9233,8535,17768,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
1.0,0.0,0.1,4,3,10,1.0,3.80451306405144,0.9877216436201796,998,999,13416,12416,25832,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.3,0.1,4,5,1,0.8,3.805914309811562,0.9877125974358574,461,462,5818,5306,11124,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.3,0.05,4,3,1,0.8,3.8079912123170336,0.9876991832083136,648,649,8867,8168,17035,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,0.1,0.05,4,3,20,0.8,3.818148034796356,0.9876334772629852,998,999,13179,12179,25358,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.1,0.05,4,3,5,0.8,3.8221112510750914,0.9876077911761948,735,736,10677,9891,20568,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,1.0,0.1,4,3,20,0.8,3.8244426282602655,0.987592668788416,852,853,6456,5553,12009,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
1.0,0.0,0.05,4,3,20,0.8,3.8313196046058913,0.9875480078295928,998,999,13586,12586,26172,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.0,0.03,4,5,1,0.8,3.83467338590278,0.987526198353582,991,992,13056,12056,25112,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
0.75,0.1,0.03,4,5,1,0.8,3.839446998409084,0.9874951228735862,998,999,12816,11816,24632,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.3,0.1,4,5,1,0.8,3.8425330489594463,0.987475012585796,332,333,4705,4322,9027,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,1.0,0.03,4,3,5,0.8,3.8543847590494975,0.9873976305869774,998,999,9654,8654,18308,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
1.0,0.0,0.1,4,3,5,0.8,3.8564258577371615,0.9873842798230904,469,470,7451,6931,14382,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.3,0.03,4,5,1,0.8,3.8612163043099534,0.9873529178979252,992,993,12202,11202,23404,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,1.0,0.05,4,3,5,0.8,3.861587698744672,0.9873504848398248,732,733,6578,5795,12373,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
0.75,0.1,0.1,4,5,5,0.8,3.8663630941930447,0.9873191796916028,418,419,5652,5183,10835,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.1,0.1,3,3,5,0.8,3.869390932170641,0.9872993106298672,733,734,6129,5345,11474,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,1.0,0.05,4,3,10,0.8,3.8714507270141647,0.9872857851019315,997,998,8327,7327,15654,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,0.0,0.1,4,3,1,1.0,3.872036146385362,0.987281939664667,485,486,7399,6863,14262,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.3,0.05,4,3,20,0.8,3.872171367532627,0.9872810513564624,995,996,12269,11269,23538,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.1,4,8,1,0.8,3.875928746886442,0.9872563555994416,549,550,7185,6585,13770,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.1,0.1,4,5,20,0.8,3.8785472866074495,0.9872391308188182,735,736,9889,9103,18992,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
0.75,1.0,0.1,4,5,1,0.8,3.87937323141084,0.9872336953322602,416,417,3702,3235,6937,4,3985.0,6.05650129297567,3.87937323141084,405,3651.3999999999996,4529.2
1.0,0.0,0.05,4,5,10,0.8,3.880357967074095,0.9872272133413283,992,993,13083,12083,25166,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.3,0.1,4,3,5,0.8,3.8805745630233335,0.98722578738471,461,462,6223,5711,11934,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,1.0,0.05,4,3,10,0.8,3.884012248639826,0.9872031447697112,995,996,8739,7739,16478,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,0.3,0.03,4,3,1,0.8,3.885461968539037,0.9871935900532188,851,852,11948,11046,22994,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.1,0.1,4,3,5,0.8,3.885524244055652,0.987193179532054,376,377,5853,5426,11279,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.1,0.03,4,3,10,0.8,3.88628740948507,0.9871881481994108,998,999,12304,11304,23608,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.0,0.1,3,3,5,0.8,3.891393731703684,0.9871544582447996,730,731,6116,5335,11451,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.0,0.03,4,3,10,0.8,3.893543086510473,0.9871402642291284,998,999,12527,11527,24054,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.3,0.1,3,3,5,0.8,3.900316482329432,0.9870954824744124,733,734,6077,5293,11370,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.0,0.1,4,3,20,1.0,3.907378581715897,0.9870487090955944,546,547,7607,7010,14617,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.0,0.1,4,5,10,0.8,3.909766111442628,0.987032876977762,648,649,9328,8629,17957,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
1.0,1.0,0.1,4,3,1,0.8,3.909847987947511,0.9870323338691472,364,365,3510,3095,6605,3,3154.0,5.783886118106104,3.663666929472131,169,2773.6,3651.3999999999996
1.0,1.0,0.05,4,3,5,0.8,3.9108396315008536,0.9870257551308976,982,983,7843,6843,14686,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.1,0.1,4,8,5,0.8,3.913586857820712,0.9870075208337222,549,550,6843,6243,13086,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
1.0,0.0,0.03,4,3,1,1.0,3.9194519708624433,0.986968549188394,999,1000,13424,12424,25848,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.3,0.1,4,5,5,0.8,3.921753692168901,0.9869532391014164,425,426,5289,4813,10102,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.3,0.03,4,3,10,0.8,3.922824640303949,0.9869461125385908,998,999,11932,10932,22864,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.1,0.05,4,3,20,0.8,3.928886322903814,0.9869057387437902,998,999,12086,11086,23172,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.03,4,3,5,1.0,3.930438528977784,0.9868953902607156,999,1000,12352,11352,23704,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.0,0.05,4,3,20,0.8,3.9309769053915247,0.9868917999763536,998,999,12355,11355,23710,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,1.0,0.1,3,3,1,0.8,3.9326585230553617,0.9868805825634444,730,731,5652,4871,10523,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.0,0.05,4,5,5,1.0,3.93313115577345,0.986877428951968,790,791,9916,9075,18991,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
1.0,0.0,0.1,4,5,1,0.8,3.940845390673085,0.9868259026408944,328,329,5154,4775,9929,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.1,4,5,5,0.8,3.941374981498887,0.9868223615987056,417,418,5827,5359,11186,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.3,0.05,4,3,20,0.8,3.94185525644645,0.98681914988948,998,999,11426,10426,21852,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,0.1,0.05,4,5,1,0.8,3.942668970269224,0.9868137075044838,430,431,6182,5701,11883,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.0,0.1,4,5,5,0.8,3.944338480432963,0.986802537756009,461,462,6759,6247,13006,7,6931.0,4.805455757325583,3.3898166653023294,117,6284.799999999999,7162.599999999999
0.75,0.1,0.05,4,5,10,0.8,3.949793606670052,0.986766007621689,998,999,11938,10938,22876,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,1.0,0.1,4,3,10,0.8,3.951768660588981,0.986752769267438,347,348,3689,3291,6980,4,3985.0,6.05650129297567,3.87937323141084,405,3651.3999999999996,4529.2
0.75,0.0,0.05,4,5,10,0.8,3.952610041688841,0.9867471276638524,998,999,12227,11227,23454,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.0,0.1,4,5,20,0.8,3.9528535255639854,0.9867454948389252,650,651,9222,8521,17743,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.1,0.1,4,8,1,0.8,3.953817295380001,0.9867390307242256,449,450,5863,5363,11226,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
1.0,0.1,0.1,4,5,1,0.8,3.954441716356008,0.9867348418198744,328,329,4981,4602,9583,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.1,4,5,5,1.0,3.957702400263112,0.9867129568998242,579,580,7567,6937,14504,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.0,0.1,3,3,20,0.8,3.959671701018881,0.9866997306936334,998,999,7729,6729,14458,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.0,0.05,4,5,1,1.0,3.9644006963200336,0.9866679429726436,631,632,8981,8299,17280,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.3,0.05,4,5,10,0.8,3.9646222907365,0.9866664525118194,998,999,11158,10158,21316,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
0.75,1.0,0.03,4,5,1,0.8,3.9764483999116575,0.9865867883444744,889,890,8922,7982,16904,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
1.0,0.0,0.1,4,3,5,1.0,3.9793154133587394,0.9865674395600192,561,562,7999,7387,15386,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.3,0.05,4,5,1,0.8,3.981895826370818,0.9865500130489748,976,977,11522,10522,22044,12,11210.5,4.228199975216141,3.429929271067711,50,10673.8,11551.599999999999
1.0,0.3,0.1,4,5,5,0.8,3.982312510603111,0.9865471979624096,371,372,5066,4644,9710,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.05,4,3,10,1.0,3.982501684893821,0.9865459198182543,999,1000,12098,11098,23196,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,0.0,0.05,4,3,5,1.0,3.9834459681625742,0.9865395389200236,999,1000,12736,11736,24472,14,12810.0,4.062882279000357,3.4919245877644656,30,12429.4,13307.199999999999
1.0,0.3,0.1,3,3,1,0.8,3.984131703316377,0.9865349041862256,648,649,5459,4760,10219,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.1,0.03,4,5,5,0.8,3.984524034094101,0.9865322521495904,995,996,12219,11219,23438,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
1.0,1.0,0.1,4,5,5,0.8,3.984707602238221,0.9865310111951344,376,377,3724,3297,7021,4,3985.0,6.05650129297567,3.87937323141084,405,3651.3999999999996,4529.2
0.75,0.3,0.03,4,5,5,0.8,3.986959915504944,0.9865157804887134,995,996,11797,10797,22594,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,1.0,0.1,4,8,1,0.8,3.988036566832038,0.9865084968624136,461,462,4086,3574,7660,4,3985.0,6.05650129297567,3.87937323141084,405,3651.3999999999996,4529.2
1.0,1.0,0.03,4,3,1,0.8,3.994801370818155,0.9864626874622616,888,889,9060,8121,17181,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,0.3,0.1,3,3,10,0.8,3.9948646706019337,0.9864622584468158,997,998,7289,6289,13578,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.0,0.03,4,5,5,0.8,3.995501214772471,0.986457943879126,995,996,12415,11415,23830,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.1,0.05,4,5,5,0.8,3.99917895009523,0.9864330023175916,648,649,8499,7800,16299,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,1.0,0.1,4,5,1,0.8,4.002438186703706,0.9864108797397312,314,315,3333,2968,6301,3,3154.0,5.783886118106104,3.663666929472131,169,2773.6,3651.3999999999996
0.75,1.0,0.05,4,5,1,0.8,4.003372916683232,0.9864045317884366,417,418,4690,4222,8912,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.1,4,8,5,0.8,4.00384543042833,0.9864013222824294,367,368,4861,4443,9304,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.05,4,5,5,0.8,4.006514607972978,0.9863831850267898,648,649,8698,7999,16697,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,0.1,0.03,4,3,10,0.8,4.006568441775255,0.986382819097836,998,999,13394,12394,25788,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,0.0,0.1,4,5,10,0.8,4.006712054305799,0.9863818428844576,449,450,6115,5615,11730,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.3,0.1,4,8,5,0.8,4.00734604676102,0.986377532870749,378,379,4744,4315,9059,5,4945.5,4.541048571460504,3.4718231235719323,98,4529.2,5407.0
0.75,0.0,0.1,4,5,1,1.0,4.012605950774896,0.9863417486418672,405,406,5902,5446,11348,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.0,0.1,4,5,10,1.0,4.016254464711644,0.9863168994658532,573,574,7235,6611,13846,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
0.75,0.0,0.1,3,3,10,0.8,4.018439194708856,0.98630200896966,997,998,7445,6445,13890,8,7424.0,4.700652294768277,3.536485358593364,207,7162.599999999999,8040.4
1.0,0.3,0.05,4,5,5,0.8,4.019448139585389,0.986295129555928,735,736,9421,8635,18056,10,9249.0,4.145608233658916,3.5353751758680247,34,8918.2,9796.0
0.75,1.0,0.03,4,3,10,0.8,4.021474077972612,0.9862813106337937,998,999,10173,9173,19346,11,10253.5,4.2411684189967325,3.623135709525685,36,9796.0,10673.8
0.75,0.0,0.03,4,8,1,0.8,4.024103261722472,0.9862633665938012,995,996,12122,11122,23244,13,11962.5,4.094689769104635,3.52014304285362,48,11551.599999999999,12429.4
0.75,0.3,0.1,4,5,10,0.8,4.027652601332131,0.9862391239361192,430,431,5432,4951,10383,6,5847.0,4.525032584484768,3.6442172777135577,111,5407.0,6284.799999999999
0.75,0.3,0.05,4,5,5,0.8,4.028785768915588,0.9862313796871516,648,649,8085,7386,15471,9,8569.0,4.228009255229204,3.4268897653357566,30,8040.4,8918.2
1.0,0.0,0.03,4,3,10,0.8,4.0302236728594965,0.9862215496849598,998,999,13637,12637,26274,15,13527.0,3.8179163343286655,3.433587261913317,18,13307.199999999999,14185.0
0.75,1.0,0.1,4,8,5,0.8,4.03439896028879,0.9861929861138476,370,371,3691,3270,6961,4,3985.0,6.05650129297567,3.87937323141084,405,3651.3999999999996,4529.2
