SOC,Temperature(C),Capacity,R_50%,True_SOP(W),SHAP_SOC,SHAP_Temperature(C),SHAP_Capacity,SHAP_R_50%
0.6,25,2.61,18.56,97.976,20.43794,4.770343,0.76043695,-0.503357
0.6,25,2.76,15.32,101.54,19.39375,4.2220936,0.1016031,4.1735
0.6,10,2.58,20.28,88.32,23.788275,-5.2742877,-0.4551894,-3.2562964
0.6,10,2.42,23.97,82.553,24.598627,-5.398023,-2.1090899,-7.433038
0.6,25,2.98,13.31,103.7123455,17.066784,3.4972835,2.6477485,6.8441095
0.6,10,2.65,19.12,89.535,23.846842,-5.0894856,0.072707824,-2.5654428
0.6,25,2.58,20.28,96.789,21.15955,4.931869,0.1934663,-2.9423425
0.6,25,2.65,19.12,97.835,21.165485,4.7508807,0.5659484,-2.4483266
0.6,10,2.68,16.52,93.672,22.403334,-4.778185,0.5679155,2.673632
0.6,25,2.65,17.57,99.011,20.191181,4.6111865,1.0515531,0.7443299
0.6,10,2.98,13.31,99.6359698,19.310616,-3.8553493,3.5546086,8.064566
0.6,25,2.92,13.02,103.6520563,17.827713,3.722541,2.4986129,6.1732883
0.6,10,2.71,17.26,92.374,23.527782,-4.894139,0.016679557,0.26243725
0.6,25,2.42,23.97,91.952,22.43291,5.116195,-2.2118998,-5.8382363
0.6,10,2.67,18.24,91.183,23.479637,-5.005219,-0.022627845,-0.61320895
0.6,10,2.71,15.67,95.113,21.900175,-4.590575,0.22916512,4.7376394
0.6,25,2.71,15.67,100.97,19.246452,4.240689,0.4307616,4.0173483
0.6,10,2.72,14.84,96.73415608,20.675901,-4.3681974,0.7160693,6.758852
0.6,10,2.79,14.02,97.91714073,20.703852,-4.232749,1.8963058,6.7365904
0.6,25,2.54,21.78,95.191,22.053537,4.8958387,0.031033358,-4.751736
0.6,25,2.33,28.63,87.118,21.664812,5.54708,-4.423727,-8.397605
0.6,10,2.85,13.16,98.79018983,20.421131,-4.429518,1.8760129,7.7600846
0.6,10,2.54,20.9,87.661,23.657295,-5.39271,-0.86171544,-3.3906481
0.6,25,2.54,20.9,96.239,21.173704,5.066928,0.0031034986,-2.965794
0.6,25,2.72,14.84,101.9005599,18.091097,4.009011,0.7935131,5.70407
0.6,10,2.33,28.63,77.111,23.94887,-5.842115,-4.8553023,-10.363301
0.6,25,2.79,14.02,102.6359541,18.173347,3.8554544,1.7089937,5.6976247
0.6,10,2.54,21.78,86.242,24.323982,-5.1966615,-0.9362659,-4.8094535
0.6,25,2.85,13.16,103.4753617,17.707102,3.9921772,1.9717125,6.9009805
0.6,25,2.5,22.73,94.298,22.335392,5.165154,-0.60537624,-4.8734775
0.6,10,2.36,27.18,79.028,23.86965,-5.829332,-3.6259203,-9.721552
0.6,25,2.38,25.61,90.351,21.88561,5.3440037,-1.8086004,-7.204124
0.6,25,2.36,27.18,88.7,21.663324,5.5476117,-3.1685724,-7.868115
0.6,25,2.5,24.22,91.73921938,22.674131,5.417286,-0.96532553,-8.175511
0.5,25,2.91,13.04,100.4690494,13.5801525,3.6304002,2.7320457,7.314924
0.5,25,2.38,25.61,87.419,18.518734,6.030095,-1.5330467,-7.545901
0.5,10,2.5,22.73,81.908,20.58133,-5.7843237,-1.1559243,-5.631906
0.5,25,2.5,24.22,88.6274014,19.04584,5.8917327,-0.9190623,-8.621221
0.5,25,2.5,22.73,91.219,19.206324,5.5731306,-0.5585682,-4.819984
0.5,10,2.54,21.78,82.911,21.082363,-5.2893467,-0.61169386,-4.8029404
0.5,25,2.85,13.16,100.2480744,14.55069,4.0854907,1.8834562,7.066148
0.5,25,2.36,27.18,85.736,17.962366,6.3660593,-3.1930625,-8.268199
0.5,10,2.85,13.16,95.71033551,17.095179,-4.5057545,1.9104427,8.032729
0.5,25,2.54,21.78,92.09,19.039618,5.0308666,0.2779551,-4.8395734
0.5,25,2.33,28.63,84.167,17.336308,6.576002,-4.8534994,-9.045809
0.5,25,2.54,20.9,93.161,18.244148,5.201392,0.24763587,-2.9692721
0.5,10,2.79,14.02,94.85681278,17.356775,-4.3089848,1.9154686,6.99736
0.5,10,2.54,20.9,84.479,20.501167,-5.484827,-0.53953266,-3.2986465
0.5,10,2.42,23.97,78.963,20.289627,-5.892478,-2.321816,-7.8737617
0.5,10,2.33,28.63,64.322,17.645552,-6.7879877,-6.134402,-11.737269
0.5,10,2.36,27.18,70.364,18.609118,-6.5704484,-4.3681006,-10.563798
0.5,25,2.79,14.02,99.45059337,14.995787,3.9487655,1.6054701,5.8509116
0.5,10,2.58,19.76,84.989,20.752098,-5.2936945,-0.13511096,-2.3516085
0.5,10,2.78,14.71,93.54,18.18352,-4.461603,0.011894505,6.7046804
0.5,10,2.74,16.12,90.704,19.476995,-4.969803,-0.030873371,2.835127
0.5,25,2.86,13.52,99.916,14.756447,3.833464,2.0059981,5.845145
0.5,10,2.65,17.57,88.894,19.502201,-4.9710174,0.9202691,0.9307489
0.5,25,2.42,22.58,83.576,19.523539,3.5838065,-3.367201,-9.655717
0.5,25,2.74,16.12,97.544,16.76895,4.602523,0.119967364,2.622944
0.5,10,2.86,13.52,95.703,17.129549,-4.2016177,2.5087945,7.0410757
0.5,25,2.61,18.56,95.015,17.520226,4.811389,0.89830166,-0.36482745
0.5,10,2.76,15.32,92.281,18.850367,-4.6736913,-0.10592624,5.1914177
0.5,10,2.48,21.32,83.576,20.005892,-5.5559497,-0.9473958,-3.3126419
0.5,25,2.76,15.32,98.303,16.211761,4.3112116,-0.0130649675,4.3250012
0.5,10,2.61,18.56,87.282,20.169016,-5.1307216,0.64105344,-0.3355352
0.5,25,2.65,17.57,95.998,16.939745,4.6569858,1.0698262,0.68940896
0.5,10,2.92,13.02,96.08615492,16.91795,-4.178208,3.0850873,7.2121334
0.5,25,2.71,17.26,96.363,17.530458,4.5897436,0.17822707,0.09608803
0.5,25,2.92,13.02,100.3883296,14.586492,3.8035069,2.404806,6.251121
0.5,10,2.71,17.26,89.31,20.132696,-4.926507,0.2116899,0.28355336
0.5,10,2.71,15.67,92.191,18.719845,-4.622943,0.4485292,4.9735107
0.5,10,2.67,18.24,88.179,20.298203,-5.034771,0.259565,-0.46499023
0.5,10,2.42,22.58,81.347,20.585497,-3.6274064,-2.2220185,-7.116786
0.5,10,2.68,16.52,90.796,19.166447,-4.811658,0.7745185,2.8555005
0.5,25,2.68,16.52,97.014,16.5006,4.4784265,0.67135674,2.53173
0.5,25,2.67,18.24,95.582,17.720192,4.714124,0.34026846,-0.5804095
0.5,25,2.65,19.12,94.691,18.067286,4.7930565,0.5618024,-2.3500125
0.5,10,2.98,13.31,96.63629793,15.996219,-3.9190311,3.5977015,8.337016
0.5,25,2.58,20.28,93.656,18.178396,5.0024,0.2649929,-2.8047442
0.5,10,2.65,19.12,86.275,20.680983,-5.1149855,0.32218266,-2.388712
0.5,25,2.71,15.67,97.873,16.147535,4.289739,0.40257132,4.182476
0.5,10,2.72,14.84,93.80135353,17.399035,-4.4365597,0.80271035,7.0309124
0.5,10,2.58,20.28,85.098,20.69062,-5.3202786,-0.2013143,-3.0178573
0.5,25,2.98,13.31,100.278143,13.898059,3.579306,2.544313,7.0090795
0.5,25,2.42,23.97,88.939,19.191145,5.688971,-1.9936035,-6.042466
0.5,25,2.72,14.84,98.78125039,14.966624,4.0930495,0.7299241,5.8790464
0.5,10,2.91,13.04,96.53379932,15.752751,-3.9755485,3.632395,8.705111
0.5,10,2.5,24.22,77.77001587,20.46426,-6.1143956,-1.4907573,-10.081822
0.5,25,2.82,14.02,99.488,15.136373,4.0473557,1.1499571,5.7935824
0.5,10,2.82,14.02,94.629,17.558125,-4.431167,1.2391839,6.915008
0.5,25,2.58,19.76,93.719,18.179493,4.979279,0.35838,-2.1881974
0.5,10,2.38,25.61,76.904,19.508232,-6.2435827,-2.2962754,-9.58144
0.5,25,2.48,21.32,92.205,18.001656,5.3037252,0.09183657,-3.0578704
0.5,25,2.78,14.71,98.822,15.672862,4.098174,-0.032302525,5.5396647
0.4,10,2.5,24.22,58.56780395,11.687953,-7.804451,-1.9934744,-13.443873
0.4,10,2.38,25.61,59.253,10.757094,-8.061844,-2.8459442,-12.583781
0.4,10,2.82,14.02,91.93,13.835491,-4.7378893,1.6569405,7.7975526
0.4,25,2.74,16.12,94.862,13.646112,4.9308424,0.20682555,2.9944115
0.4,10,2.76,15.32,89.379,15.194947,-4.935885,0.363121,6.0821686
0.4,25,2.42,22.58,79.289,15.12852,4.4727097,-3.6572611,-10.077949
0.4,25,2.86,13.52,97.304,11.666687,4.136123,2.1042757,6.2596602
0.4,10,2.74,16.12,87.586,15.699959,-5.295656,0.425644,3.6046693
0.4,10,2.61,18.56,83.85,15.609156,-5.6687818,0.66649973,0.08484605
0.4,10,2.36,27.18,52.794,9.356947,-8.526997,-5.2877083,-13.697234
0.4,25,2.79,14.02,96.94526359,11.9241495,4.2614665,1.72187,6.2672634
0.4,25,2.38,25.61,84.009,13.402154,7.846358,-1.5893098,-8.829034
0.4,10,2.85,13.16,93.20101916,13.366686,-4.807172,2.3288853,8.911723
0.4,10,2.79,14.02,92.26345882,13.669119,-4.6122947,2.368199,7.8832793
0.4,25,2.91,13.04,97.9762153,10.491357,3.9281332,2.847735,7.718193
0.4,25,2.5,24.22,85.04445692,13.642652,7.5747657,-1.0465708,-10.407295
0.4,10,2.54,21.78,78.313,15.934146,-6.06433,-1.1492654,-4.4144573
0.4,25,2.5,22.73,88.154,15.608466,6.7159305,-0.46619856,-4.8007364
0.4,25,2.54,21.78,89.069,15.447491,5.811953,0.05785858,-4.634405
0.4,10,2.42,23.97,64.029,12.759287,-7.4302425,-2.9559817,-9.646917
0.4,10,2.54,20.9,80.547,15.513725,-6.247954,-1.0791075,-2.749384
0.4,10,2.33,28.63,48.101,8.156892,-8.717054,-7.345931,-14.879463
0.4,25,2.33,28.63,80.484,11.729297,8.528579,-5.409289,-10.384013
0.4,25,2.54,20.9,90.276,14.789244,5.970776,0.02553683,-2.626887
0.4,25,2.36,27.18,82.151,12.649262,8.348556,-3.4032261,-9.593938
0.4,25,2.85,13.16,97.74417804,11.43448,4.396347,1.9720657,7.465334
0.4,10,2.91,13.04,94.08184553,12.0791235,-4.2626467,4.1053615,9.588187
0.4,25,2.48,21.32,89.385,14.632537,6.104905,0.09475872,-2.8189244
0.4,10,2.5,22.73,76.758,14.70192,-6.923047,-1.4387637,-6.0970635
0.4,10,2.58,19.76,81.134,15.812888,-6.0203485,-0.48816684,-1.9398837
0.4,25,2.58,19.76,90.992,14.715477,5.727775,0.27873,-1.9966372
0.4,10,2.78,14.71,90.726,14.444609,-4.774427,0.42383736,7.5801525
0.4,25,2.78,14.71,96.163,12.568061,4.419427,0.04060931,5.9663353
0.4,25,2.82,14.02,96.88,12.036264,4.3631406,1.237881,6.20656
0.4,10,2.65,17.57,85.755,15.442698,-5.4269104,1.1345854,1.6661046
0.4,25,2.65,17.57,93.418,13.785202,5.1060114,1.1227316,1.0691876
0.4,25,2.67,18.24,92.778,14.503767,5.156051,0.49071229,-0.35961342
0.4,25,2.68,16.52,94.474,13.479719,4.8783884,0.8639838,2.926453
0.4,10,2.67,18.24,84.613,16.189793,-5.484817,0.59626865,0.09948167
0.4,25,2.92,13.02,97.76861688,11.422654,4.0911136,2.5103416,6.589387
0.4,10,2.68,16.52,87.94,15.350623,-5.206616,1.196058,3.648298
0.4,10,2.92,13.02,93.51688472,13.190197,-4.4545336,3.559496,8.03951
0.4,25,2.71,17.26,93.592,14.323975,5.0050864,0.2542673,0.36414713
0.4,10,2.71,17.26,85.828,16.099318,-5.3380413,0.5271866,0.9071896
0.4,10,2.42,22.58,76.254,14.437273,-4.491696,-2.8745499,-7.507826
0.4,10,2.98,13.31,94.20247716,12.309902,-4.191446,4.056384,9.215982
0.4,10,2.65,19.12,82.671,16.274633,-5.636995,0.515662,-2.0002277
0.4,25,2.71,15.67,95.35,13.0486,4.603341,0.50682163,4.5580883
0.4,10,2.71,15.67,89.437,15.002574,-4.927662,0.7922343,5.913254
0.4,25,2.65,19.12,91.843,14.69936,5.3094482,0.59387094,-2.1836216
0.4,10,2.72,14.84,91.15331654,13.801513,-4.7365646,1.3490518,7.8946347
0.4,10,2.58,20.28,81.171,15.855026,-6.0469327,-0.555111,-2.5025234
0.4,25,2.58,20.28,90.75,14.817994,5.7508965,0.18460236,-2.5095727
0.4,25,2.42,23.97,85.525,14.734273,7.224638,-2.2652984,-6.526567
0.4,25,2.98,13.31,97.75343909,10.770455,3.8655856,2.6093519,7.4184694
0.4,25,2.72,14.84,96.25797269,11.976409,4.4003406,0.91045064,6.293969
0.4,10,2.86,13.52,93.054,13.444717,-4.4940224,2.9643528,7.925158
0.4,25,2.76,15.32,95.658,13.086723,4.5793815,0.08632272,4.6938686
0.4,10,2.48,21.32,79.289,15.037851,-6.353677,-1.3283453,-2.866818
0.4,25,2.61,18.56,92.384,14.055377,5.3682947,0.8255931,-0.17323163
0.3,25,2.54,20.9,86.372,8.544487,8.293231,0.0496993,-2.949164
0.3,10,2.85,13.16,90.44502779,7.5538435,-5.5806904,2.9886055,11.469569
0.3,25,2.54,21.78,84.503,7.2514267,8.279396,0.059586547,-6.9079795
0.3,10,2.79,14.02,89.01906547,7.85726,-5.4294086,3.0839014,10.391556
0.3,25,2.38,25.61,78.2,5.1184425,10.123601,-2.0772746,-10.54521
0.3,10,2.36,27.18,36.238,-2.8649275,-10.68369,-5.8120055,-16.184887
0.3,25,2.79,14.02,94.6623214,7.7028446,5.0349092,1.911805,7.707908
0.3,25,2.5,24.22,77.88422057,4.9200363,10.001993,-1.449606,-12.888423
0.3,25,2.36,27.18,75.611,4.8159204,10.580413,-3.5167396,-11.28779
0.3,25,2.85,13.16,95.61777607,7.120143,5.1213436,2.1001139,8.869427
0.3,25,2.5,22.73,83.37,6.855963,9.228151,-0.79930395,-7.311737
0.3,10,2.54,21.78,54.755,2.8182747,-8.516717,-1.8470689,-7.72437
0.3,25,2.91,13.04,95.95679988,6.215929,4.495043,3.0282633,9.134159
0.3,25,2.33,28.63,69.546,3.904043,10.668872,-5.49737,-12.129742
0.3,10,2.42,23.97,42.288,-0.9803506,-9.673703,-4.441161,-12.742782
0.3,10,2.33,28.63,33.489,-3.869241,-10.777656,-7.761576,-17.314552
0.3,10,2.54,20.9,63.559,4.599041,-8.595452,-1.7544762,-3.8581233
0.3,25,2.72,14.84,93.86073307,8.073304,5.2929173,1.2398645,7.970909
0.3,10,2.58,20.28,64.892,4.8722258,-8.364902,-1.0936062,-3.8420098
0.3,25,2.98,13.31,95.65684338,6.437978,4.421892,2.6985836,8.847265
0.3,25,2.58,20.28,86.799,8.442924,8.040687,0.28991503,-3.069072
0.3,10,2.72,14.84,87.52478831,8.059645,-5.6827517,2.1170158,10.478208
0.3,10,2.65,19.12,69.264,6.3015656,-7.6954627,0.92803705,-3.2924802
0.3,25,2.71,15.67,92.723,8.665246,5.657336,0.73266804,5.7870646
0.3,10,2.98,13.31,91.86465589,6.8385587,-4.7740197,5.051151,11.784311
0.3,25,2.42,23.97,79.769,5.5605745,9.547118,-3.2794116,-8.711506
0.3,25,2.65,19.12,88.154,8.785403,7.3100896,1.083344,-2.6778138
0.3,10,2.71,15.67,85.06,8.455594,-6.0372987,1.3609452,7.819689
0.3,10,2.74,16.12,82.501,8.56357,-6.4901404,0.9561109,4.9292245
0.3,10,2.68,16.52,82.876,8.2037945,-6.563514,1.9167242,4.8715267
0.3,10,2.42,22.58,50.646,-0.5472878,-6.74671,-4.610964,-11.84862
0.3,10,2.92,13.02,90.88965759,7.5390587,-5.114432,4.478797,10.524868
0.3,25,2.65,17.57,90.33,9.25737,6.6739573,1.7886769,1.9611169
0.3,25,2.71,17.26,90.342,9.186389,6.3510165,0.47828296,0.8388926
0.3,25,2.67,18.24,89.397,9.370428,6.8385224,0.8291586,0.08439077
0.3,10,2.71,17.26,79.145,8.208175,-6.7456656,1.0940663,1.4694699
0.3,25,2.92,13.02,95.58853344,7.047109,4.7068024,2.6898909,7.90614
0.3,25,2.68,16.52,91.643,8.987134,6.175745,1.3277289,3.8769035
0.3,10,2.67,18.24,78.276,7.649768,-7.209041,0.920346,0.33511114
0.3,10,2.65,17.57,80.059,7.726635,-7.0472083,1.7234321,2.63084
0.3,25,2.42,22.58,61.96,4.732673,6.8064084,-4.92261,-13.48504
0.3,25,2.86,13.52,95.03,7.3953843,4.817453,2.225886,7.715887
0.3,25,2.74,16.12,92.07,8.843833,6.0704784,0.2811716,3.925247
0.3,10,2.76,15.32,85.105,8.658334,-5.9678903,0.9028361,8.035116
0.3,10,2.61,18.56,76.73,6.9385486,-7.5658846,0.92875314,0.33028272
0.3,25,2.76,15.32,93.059,8.55655,5.5538225,0.16991818,5.9254274
0.3,10,2.86,13.52,89.979,7.7688565,-5.2172537,3.7722178,10.474525
0.3,10,2.48,21.32,61.96,3.5596728,-8.803461,-2.3978412,-4.171501
0.3,25,2.61,18.56,89.02,9.130129,7.2165675,1.3824706,0.339002
0.3,10,2.78,14.71,87.019,8.404414,-5.664637,0.96711,10.032513
0.3,25,2.58,19.76,87.13,8.506425,8.006808,0.38291392,-2.3901231
0.3,10,2.58,19.76,64.785,5.0176744,-8.3275,-1.0277903,-3.0917854
0.3,25,2.78,14.71,93.64,8.26329,5.2646494,0.12300692,7.431052
0.3,25,2.82,14.02,94.531,7.7406807,5.1325226,1.3535402,7.64745
0.3,10,2.82,14.02,88.631,7.955265,-5.5531588,2.3042758,10.306072
0.3,25,2.48,21.32,85.216,8.026368,8.527141,-0.16632915,-3.2439475
0.3,10,2.91,13.04,91.76559824,6.638734,-4.8607078,5.06477,12.244241
0.3,10,2.5,22.73,51.691,0.9970846,-9.363172,-2.505454,-9.642873
0.3,10,2.38,25.61,40.374,-2.005468,-10.263453,-3.7561367,-15.172625
0.3,10,2.5,24.22,36.03595635,-1.8194739,-10.162049,-3.1300967,-16.792284
0.2,25,2.91,13.04,93.28717032,-2.0820036,5.7025213,4.758829,13.369815
0.2,10,2.54,21.78,28.757,-19.245327,-10.5645685,-2.8380775,-10.800402
0.2,10,2.38,25.61,24.312,-20.065493,-10.094164,-3.1549146,-16.026678
0.2,25,2.36,27.18,49.198,-13.402607,9.947275,-4.5162644,-14.534103
0.2,25,2.82,14.02,90.821,-1.8949317,6.8263645,1.9060247,11.354861
0.2,25,2.78,14.71,89.021,-2.0898774,7.513271,0.042865887,10.928332
0.2,10,2.85,13.16,82.66853663,-4.7889404,-7.229,4.226888,15.719105
0.2,10,2.58,19.76,35.011,-16.788712,-11.441203,-1.7588578,-6.1451893
0.2,25,2.58,19.76,76.565,-7.325523,10.867555,0.3644809,-4.025997
0.2,25,2.76,15.32,87.669,-2.8822923,8.446657,-0.22401784,8.665682
0.2,10,2.48,21.32,35.42,-16.735804,-10.886191,-2.2920318,-6.5800676
0.2,10,2.86,13.52,82.711,-4.219888,-6.87003,5.4714866,14.702907
0.2,10,2.36,27.18,23.137,-19.950285,-10.18365,-4.569243,-16.696032
0.2,25,2.38,25.61,53.245,-13.412913,9.821543,-3.2679977,-13.922938
0.2,10,2.61,18.56,43.25,-14.602169,-11.057223,-0.022413624,-2.262711
0.2,10,2.82,14.02,78.712,-5.3216357,-7.500602,2.816336,14.256895
0.2,10,2.78,14.71,72.973,-6.725713,-8.192977,0.053687956,13.43039
0.2,10,2.98,13.31,88.02610859,-3.8650286,-6.098943,7.9270644,16.284111
0.2,25,2.71,15.67,87.419,-2.6970973,8.606596,0.84297127,8.193281
0.2,10,2.65,19.12,35.485,-16.226202,-11.132261,-0.41263527,-6.517921
0.2,10,2.33,28.63,21.137,-20.105427,-10.201595,-5.9245577,-17.48401
0.2,25,2.67,18.24,79.722,-5.946911,10.150402,0.57797813,-0.955947
0.2,25,2.68,16.52,85.284,-3.3931353,9.43447,1.720098,5.138239
0.2,25,2.92,13.02,92.35758,-2.019476,5.974734,4.1535378,11.510573
0.2,10,2.71,15.67,66.704,-9.111919,-9.293206,0.18318343,9.153077
0.2,25,2.58,20.28,73.194,-7.5081325,10.786344,0.24868992,-4.8240657
0.2,10,2.72,14.84,79.39140935,-6.662023,-8.392674,1.4150728,14.25844
0.2,10,2.58,20.28,34.136,-16.80496,-11.345374,-1.8474653,-6.7662134
0.2,10,2.67,18.24,41.999,-14.534009,-10.763595,-0.68019354,-2.3780262
0.2,25,2.65,17.57,82.868,-4.6042037,9.989979,1.8344463,2.2151906
0.2,25,2.98,13.31,93.05949393,-1.7704332,5.5921407,4.640315,12.932132
0.2,25,2.71,17.26,80.552,-5.193443,9.621763,0.5298463,0.22762325
0.2,10,2.42,22.58,28.306,-21.296041,-7.3827167,-4.3080273,-15.082513
0.2,10,2.74,16.12,53.23,-10.489975,-9.953464,-0.68715346,5.101879
0.2,10,2.71,17.26,42.731,-12.970995,-10.274257,-0.14243594,-0.80879813
0.2,10,2.65,17.57,50.451,-13.010345,-10.606605,0.4268055,1.1961824
0.2,25,2.54,20.9,73.242,-7.9629774,10.7179575,-0.75047,-4.4763117
0.2,25,2.72,14.84,89.59977192,-1.4881412,7.7432175,1.6894851,11.915522
0.2,10,2.92,13.02,84.45790412,-4.253534,-6.5725136,6.5937204,14.596299
0.2,10,2.68,16.52,57.873,-10.978621,-10.106941,1.0066833,4.477413
0.2,25,2.33,28.63,45.076,-13.606733,9.97034,-5.9514127,-15.127006
0.2,25,2.42,22.58,35.42,-14.890642,7.2958355,-6.165428,-17.892029
0.2,25,2.86,13.52,91.696,-1.495859,6.2621775,3.4902449,11.63241
0.2,25,2.48,21.32,70.987,-8.292265,10.421247,-0.93382263,-4.6466575
0.2,10,2.42,23.97,23.877,-20.43849,-9.774542,-4.087845,-14.6860485
0.2,10,2.54,20.9,33.97,-16.980232,-11.242532,-2.7176054,-6.4498377
0.2,25,2.79,14.02,90.92110254,-1.6847411,6.706551,2.712315,11.430322
0.2,10,2.79,14.02,80.96427331,-5.1188684,-7.3463097,3.8967326,14.357379
0.2,25,2.61,18.56,80.69,-5.673982,10.461834,1.6289604,-0.55931985
0.2,25,2.54,21.78,63.41,-10.894561,10.149151,-0.7684615,-10.073641
0.2,10,2.76,15.32,62.986,-8.874799,-9.16935,-0.6781179,9.712372
0.2,25,2.74,16.12,85.369,-3.6183124,9.198558,-0.17507382,5.657999
0.2,10,2.91,13.04,87.80379819,-4.249332,-6.2433615,7.5048785,17.02451
0.2,10,2.5,24.22,20.68609142,-21.103006,-10.502039,-3.4098365,-17.931026
0.2,25,2.5,24.22,46.46407472,-13.808249,10.217234,-2.5948007,-16.450766
0.2,25,2.42,23.97,53.374,-13.825423,9.5183935,-4.471852,-12.881178
0.2,25,2.65,19.12,75.958,-7.1079135,10.507755,1.0850675,-4.4554763
0.2,10,2.5,22.73,27.578,-19.97407,-10.191497,-2.7452328,-12.469249
0.2,25,2.85,13.16,92.54929741,-2.1488912,6.546778,3.0183332,12.668485
0.2,25,2.5,22.73,60.648,-12.610567,9.904431,-1.9045341,-11.612327
0.15,25,2.5,24.22,32.71873072,-26.830256,8.946153,-3.564369,-16.204573
0.15,10,2.5,24.22,13.89503574,-31.844305,-9.49243,-2.9401515,-15.728172
0.15,25,2.85,13.16,88.92387776,-11.832598,8.419106,3.5939512,14.721881
0.15,25,2.58,20.28,51.208,-22.576397,10.117158,-0.34615913,-6.86246
0.15,25,2.68,16.52,76.966,-16.459871,10.62789,1.3644973,5.074821
0.15,10,2.42,23.97,16.636,-31.1796,-8.922404,-3.2680352,-12.849888
0.15,25,2.92,13.02,88.9492358,-11.006535,7.650271,5.9545946,13.03965
0.15,10,2.79,14.02,62.45429432,-19.8011,-9.804656,3.0954523,13.817815
0.15,25,2.67,18.24,58.843,-20.580675,10.447373,0.14315747,-2.6871939
0.15,10,2.67,18.24,26.222,-30.021736,-11.320588,-1.2257725,-3.7372556
0.15,10,2.42,22.58,19.552,-32.15571,-6.7307515,-3.4062102,-13.364893
0.15,10,2.82,14.02,55.097,-20.16603,-9.905109,1.8528864,13.715074
0.15,25,2.58,19.76,56.738,-22.187428,10.222864,-0.18768094,-5.8580437
0.15,10,2.38,25.61,17.534,-30.417799,-9.1870575,-2.3267412,-13.802393
0.15,10,2.54,21.78,18.461,-31.993916,-9.70209,-2.2996607,-10.591403
0.15,25,2.36,27.18,37.009,-25.601608,8.732662,-4.7118363,-14.193204
0.15,10,2.85,13.16,60.60311842,-18.772827,-9.656854,3.541704,15.84834
0.15,10,2.78,14.71,48.463,-22.825861,-10.734559,-2.136882,12.902549
0.15,10,2.58,19.76,22.573,-30.62374,-11.059013,-1.2681658,-6.87798
0.15,10,2.36,27.18,16.328,-29.986576,-9.23555,-3.5515497,-14.290457
0.15,25,2.38,25.61,39.625,-25.832443,8.661427,-3.6139274,-13.706991
0.15,10,2.86,13.52,65.775,-18.24676,-9.284752,5.2002788,14.402015
0.15,25,2.48,21.32,53.803,-23.184,9.596838,-1.5202106,-6.5377083
0.15,25,2.76,15.32,79.451,-14.741811,10.386512,-0.69228876,9.577314
0.15,25,2.82,14.02,85.505,-12.455951,8.705253,2.1421096,12.781675
0.15,25,2.91,13.04,90.80861692,-9.512411,7.2952,7.152674,16.163597
0.15,25,2.78,14.71,82.206,-13.599044,9.562674,-0.53171235,12.260246
0.15,10,2.91,13.04,81.73583294,-15.321438,-8.292382,9.061039,18.129477
0.15,10,2.5,22.73,18.444,-31.533606,-9.293677,-2.3093944,-11.084633
0.15,25,2.5,22.73,42.233,-26.22936,8.743019,-2.9079485,-11.962923
0.15,10,2.98,13.31,81.44636046,-14.7372675,-8.193614,9.988495,17.086824
0.15,10,2.65,19.12,22.169,-30.907331,-11.271925,-0.7654186,-7.3287883
0.15,25,2.71,15.67,79.827,-14.882701,10.259199,0.2981144,9.059974
0.15,10,2.58,20.28,21.896,-30.795208,-10.936545,-1.3994612,-7.654219
0.15,10,2.71,15.67,42.848,-25.00655,-11.3496685,-1.2825814,8.346842
0.15,25,2.72,14.84,84.20198378,-12.657123,9.602281,1.3461775,13.377419
0.15,10,2.74,16.12,33.754,-26.634905,-11.917404,-2.4545977,4.314611
0.15,25,2.86,13.52,87.198,-11.218146,8.152028,4.5074797,13.232434
0.15,25,2.79,14.02,85.43714942,-11.965697,8.649503,3.228464,12.859393
0.15,25,2.54,20.9,52.009,-23.299135,9.8895,-1.6264538,-6.5538235
0.15,10,2.33,28.63,15.537,-29.541786,-9.206924,-4.5814347,-14.775579
0.15,10,2.68,16.52,37.886,-26.750772,-11.618927,-0.14290795,3.6177986
0.15,25,2.98,13.31,90.97795864,-8.921967,7.218172,7.4669485,15.575127
0.15,10,2.48,21.32,23.351,-30.197672,-10.280758,-1.4671539,-7.337315
0.15,25,2.71,17.26,59.948,-19.847605,10.50902,-0.024859047,-1.3742731
0.15,10,2.71,17.26,27.015,-29.690298,-11.45214,-1.6180489,-2.4396966
0.15,10,2.65,17.57,33.614,-28.303667,-11.296113,0.25423458,-0.22687916
0.15,10,2.76,15.32,41.132,-25.070496,-11.5656805,-2.671581,8.928243
0.15,25,2.33,28.63,35.311,-25.304483,8.703615,-5.804501,-14.598988
0.15,25,2.42,22.58,23.351,-27.318022,6.380107,-6.4189477,-17.70199
0.15,25,2.65,17.57,70.827,-18.772568,10.425442,1.696692,0.7670566
0.15,10,2.54,20.9,22.023,-30.88153,-10.63615,-2.1773217,-7.393547
0.15,25,2.54,21.78,43.754,-25.582907,9.071885,-1.6463127,-11.503348
0.15,25,2.61,18.56,65.154,-19.72346,10.543107,1.6910031,-2.0850613
0.15,25,2.74,16.12,74.716,-16.21845,10.779405,-0.4427678,5.800542
0.15,10,2.61,18.56,28.837,-29.088936,-11.413264,0.1707102,-3.241616
0.15,25,2.42,23.97,38.257,-26.536045,8.401048,-4.8073797,-12.974397
