fold,best_params,best_n_estimators,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_rmse_mean,train_rmse_std,train_r2_mean,train_r2_std
test_CC,"{'colsample_bytree': 0.75, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 3, 'reg_lambda': 10, 'subsample': 1.0}",940,5.652046678281635,0.13298474162840726,0.97125510125516,0.001350573578252825,1.0947267298622134,0.08726386267894172,0.9989917182372731,0.00016173860238655421
test_US06,"{'colsample_bytree': 0.75, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 4, 'min_child_weight': 3, 'reg_lambda': 1, 'subsample': 0.8}",346,5.0422409873318665,0.17136381216590696,0.9787146777420024,0.0014462015636193249,1.0207776881118746,0.03573860455448031,0.9990618144554965,6.477790231203557e-05
