colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_lambda,subsample,val_rmse,val_r2,best_iteration,best_n_estimators,n_leaves,n_splits,n_nodes
0.75,1.0,0.05,4,3,5,1.0,5.365327585055018,0.9755806240061671,408,409,2927,2468,5395
0.75,0.1,0.1,3,3,5,0.8,5.366936785778979,0.9755659738026891,347,348,2986,2588,5574
0.75,1.0,0.05,3,8,5,0.8,5.367117047543112,0.975564332421465,991,992,6934,5934,12868
0.75,0.0,0.1,3,8,1,0.8,5.36730921516251,0.9755625825702543,448,449,3660,3161,6821
0.75,0.3,0.03,4,5,5,1.0,5.370438053216281,0.9755340829982474,460,461,5656,5145,10801
0.75,1.0,0.1,4,8,5,0.8,5.3717069698483675,0.9755225201140484,164,165,2215,2000,4215
0.75,0.1,0.1,3,5,10,0.8,5.372849072006515,0.975512110479025,448,449,3637,3138,6775
0.75,0.3,0.05,3,8,5,0.8,5.375812616591051,0.9754850890735587,991,992,7139,6139,13278
0.75,0.3,0.1,3,8,1,0.8,5.376815202195716,0.9754759441905556,448,449,3603,3104,6707
0.75,0.1,0.1,4,8,5,0.8,5.379546423642168,0.975451023252606,167,168,2553,2335,4888
0.75,0.1,0.1,4,3,10,1.0,5.382054682530814,0.9754281255808473,228,229,2701,2422,5123
0.75,0.0,0.1,4,8,5,0.8,5.382630100648085,0.975422871134958,152,153,2411,2208,4619
0.75,0.0,0.03,4,5,20,1.0,5.382715138621472,0.9754220945607923,999,1000,11008,10008,21016
0.75,0.1,0.1,3,5,20,0.8,5.384789186948444,0.9754031503724999,544,545,4260,3665,7925
0.75,0.1,0.05,3,8,5,0.8,5.384875129165778,0.9754023652258239,991,992,7184,6184,13368
0.75,0.3,0.05,4,3,10,1.0,5.385464651225916,0.9753969791614358,544,545,4360,3765,8125
0.75,0.0,0.05,3,8,10,0.8,5.386146831913859,0.9753907458019133,991,992,7169,6169,13338
0.75,0.3,0.1,4,3,10,1.0,5.386353089969794,0.9753888609835913,299,300,2288,1938,4226
0.75,1.0,0.05,3,5,5,0.8,5.386490075739593,0.9753876091463508,730,731,5550,4769,10319
0.75,0.3,0.03,4,8,1,1.0,5.388754374362978,0.9753669123603517,410,411,5238,4777,10015
0.75,0.0,0.1,3,3,5,0.8,5.391228786943504,0.9753442850844327,342,343,2968,2575,5543
0.75,0.3,0.1,4,8,1,1.0,5.393182621883349,0.9753264108934474,112,113,1474,1311,2785
0.75,0.3,0.1,4,8,5,0.8,5.393900679013253,0.9753198402922797,164,165,2446,2231,4677
0.75,0.3,0.05,4,8,1,1.0,5.396541746683896,0.9752956656054883,241,242,3051,2759,5810
0.75,0.1,0.1,4,8,20,1.0,5.397990136909843,0.975282402919903,324,325,3533,3158,6691
0.75,0.1,0.05,3,8,10,0.8,5.402890511256455,0.9752375045576208,991,992,7126,6126,13252
0.75,0.3,0.1,4,8,10,1.0,5.40295631131831,0.975236901405049,167,168,1850,1632,3482
0.75,0.1,0.1,3,8,1,0.8,5.404505372309688,0.9752226999024609,448,449,3641,3142,6783
0.75,0.3,0.05,4,8,5,1.0,5.405028253594264,0.9752179053052381,275,276,3226,2900,6126
0.75,0.1,0.03,4,3,10,1.0,5.405804802206262,0.975210783831389,999,1000,10179,9179,19358
0.75,0.3,0.1,4,3,5,1.0,5.406815045680256,0.9752015176870042,240,241,1978,1687,3665
0.75,0.1,0.05,3,5,5,0.8,5.407954678851936,0.9751910626774589,733,734,5786,5002,10788
0.75,0.3,0.05,4,8,20,1.0,5.408519427188633,0.9751858808523554,440,441,4891,4400,9291
0.75,0.1,0.05,4,8,10,1.0,5.411994600725085,0.9751539826312556,433,434,4872,4388,9260
0.75,0.3,0.05,3,8,10,0.8,5.41278074067635,0.9751467639006565,991,992,7070,6070,13140
1.0,0.1,0.1,4,3,20,0.8,5.415104503066317,0.9751254198207591,461,462,6780,6268,13048
0.75,0.3,0.05,4,5,10,1.0,5.41544458239638,0.9751222953764609,502,503,3835,3282,7117
0.75,1.0,0.03,4,8,1,1.0,5.417110211684223,0.9751069897426564,579,580,4442,3812,8254
0.75,1.0,0.05,3,8,10,0.8,5.417449454691822,0.9751038718278412,991,992,6829,5829,12658
1.0,0.1,0.1,3,8,1,0.8,5.418520159604064,0.9750940299119584,734,735,5745,4960,10705
0.75,0.3,0.1,4,5,1,1.0,5.4192026457527165,0.9750877554866216,99,100,1593,1443,3036
0.75,1.0,0.1,3,8,1,0.8,5.42134705798596,0.9750680357252035,448,449,3428,2929,6357
0.75,0.1,0.03,4,5,20,1.0,5.422840260498255,0.9750542998037747,997,998,10583,9583,20166
0.75,1.0,0.05,4,8,1,1.0,5.422930474159486,0.97505346981006,190,191,2539,2298,4837
0.75,1.0,0.03,3,3,1,0.8,5.423428135821449,0.9750488909199592,991,992,7465,6465,13930
0.75,0.0,0.1,3,3,10,1.0,5.424317681532909,0.9750407053326382,994,995,6860,5860,12720
0.75,0.3,0.03,3,3,1,0.8,5.424811754820802,0.9750361582971876,991,992,7641,6641,14282
0.75,1.0,0.05,4,8,5,1.0,5.429519450834435,0.9749928118450942,214,215,2580,2315,4895
0.75,1.0,0.1,4,5,5,1.0,5.430812311588226,0.9749809011551415,208,209,1461,1202,2663
0.75,0.3,0.03,4,8,5,1.0,5.431896098844225,0.9749709144037911,705,706,5695,4939,10634
1.0,1.0,0.1,4,3,1,0.8,5.432447384302467,0.9749658337207802,327,328,3308,2930,6238
0.75,0.1,0.1,3,5,1,0.8,5.434835656193212,0.9749438172947326,347,348,3006,2608,5614
0.75,0.1,0.03,3,3,1,0.8,5.436254198741257,0.9749307357952841,991,992,7682,6682,14364
0.75,1.0,0.1,4,8,1,1.0,5.446532240757794,0.9748358518857625,171,172,1322,1100,2422
0.75,1.0,0.1,3,8,20,0.8,5.448493299575185,0.9748177275980657,554,555,4076,3471,7547
0.75,0.3,0.1,4,5,5,1.0,5.4527020057323945,0.9747788083177346,113,114,1616,1452,3068
0.75,1.0,0.1,4,5,1,1.0,5.453376229528244,0.9747725707573885,91,92,1269,1127,2396
0.75,0.1,0.1,3,8,10,0.8,5.456385756445293,0.9747447188089171,448,449,3537,3038,6575
0.75,0.0,0.03,3,3,1,0.8,5.458834336529251,0.9747220468583958,991,992,7709,6709,14418
0.75,1.0,0.03,4,8,5,1.0,5.462367326507994,0.9746893161875031,361,362,4300,3888,8188
0.75,1.0,0.1,4,3,10,1.0,5.465004057522514,0.9746648749266406,243,244,1690,1396,3086
1.0,0.3,0.05,4,3,10,0.8,5.4674522444605715,0.9746421708208476,852,853,11294,10391,21685
0.75,0.3,0.03,4,5,10,1.0,5.467691172502761,0.9746399544946349,547,548,6103,5505,11608
0.75,0.3,0.1,3,5,1,0.8,5.469009909531829,0.9746277199835586,342,343,2944,2551,5495
1.0,0.3,0.03,4,3,20,0.8,5.4716077560081775,0.9746036099731046,995,996,12493,11493,23986
1.0,1.0,0.1,3,3,1,0.8,5.479673867620449,0.9745286772958415,648,649,5138,4439,9577
1.0,0.0,0.03,4,3,20,0.8,5.482956477319298,0.9744981508604866,992,993,13149,12149,25298
0.75,0.1,0.05,4,8,20,1.0,5.484375012255352,0.9744849536214901,522,523,6167,5594,11761
0.75,0.0,0.1,3,5,5,0.8,5.484707144010133,0.9744818631640688,347,348,2973,2575,5548
0.75,1.0,0.1,4,8,10,1.0,5.4877735571303,0.9744533216133634,230,231,1517,1236,2753
0.75,1.0,0.1,3,8,10,0.8,5.488047659367857,0.9744507695486645,449,450,3385,2885,6270
0.75,0.3,0.1,3,8,10,0.8,5.4899756468559575,0.97443281516775,449,450,3514,3014,6528
0.75,0.3,0.05,4,3,1,1.0,5.493924589119898,0.9743960209614583,214,215,3095,2830,5925
0.75,0.0,0.1,3,5,1,0.8,5.4945559590050985,0.9743901357295334,347,348,3020,2622,5642
0.75,0.0,0.03,4,8,20,1.0,5.494565054482245,0.9743900509422896,999,1000,10804,9804,20608
0.75,0.0,0.1,3,8,5,0.8,5.495060816614821,0.9743854292786566,456,457,3654,3147,6801
1.0,0.3,0.1,4,3,20,0.8,5.499401902348219,0.9743449423857332,461,462,6302,5790,12092
1.0,0.1,0.03,4,3,20,0.8,5.499957813299771,0.9743397554041006,998,999,12916,11916,24832
0.75,0.3,0.03,4,8,10,1.0,5.501564574155701,0.9743247604167098,501,502,5932,5380,11312
0.75,0.3,0.05,4,5,20,1.0,5.501902050783849,0.9743216103822342,447,448,4875,4377,9252
1.0,0.1,0.05,4,3,5,0.8,5.502200388542004,0.9743188255122662,733,734,10686,9902,20588
0.75,1.0,0.1,4,3,5,1.0,5.502638092669979,0.9743147394367343,209,210,1491,1231,2722
1.0,0.1,0.05,4,3,10,0.8,5.503601895718125,0.9743057409527315,733,734,10559,9775,20334
0.75,1.0,0.1,3,5,20,0.8,5.507818249195398,0.9742663567170611,448,449,3391,2892,6283
1.0,1.0,0.1,4,3,20,0.8,5.509601839701862,0.974249687425747,389,390,4446,4006,8452
0.75,0.1,0.1,4,8,5,1.0,5.510931201657221,0.9742372598069922,172,173,2173,1950,4123
0.75,1.0,0.1,3,5,5,0.8,5.511884993139801,0.9742283413837132,342,343,2798,2405,5203
0.75,1.0,0.05,4,3,1,1.0,5.51483867840851,0.9742007131714787,351,352,2800,2398,5198
0.75,0.0,0.1,3,5,5,1.0,5.516050657407245,0.974189372266876,597,598,4864,4216,9080
0.75,1.0,0.1,4,5,20,1.0,5.516513426734451,0.9741850413175758,264,265,1831,1516,3347
1.0,1.0,0.03,4,3,20,0.8,5.516701372430467,0.9741832822742629,995,996,10982,9982,20964
0.75,1.0,0.05,4,3,10,1.0,5.520259575556359,0.9741499686166457,470,471,3231,2710,5941
1.0,0.1,0.03,4,5,20,0.8,5.520666616533719,0.9741461563285386,998,999,12297,11297,23594
1.0,1.0,0.03,4,5,20,0.8,5.522997328058757,0.9741243218018741,995,996,10618,9618,20236
0.75,1.0,0.03,4,8,10,1.0,5.523880235781409,0.9741160481559448,741,742,5043,4251,9294
0.75,0.3,0.05,4,8,10,1.0,5.523881270829006,0.9741160384558342,310,311,3599,3238,6837
1.0,1.0,0.05,4,3,10,0.8,5.524368791718488,0.9741114693754385,733,734,7643,6859,14502
0.75,0.1,0.1,3,8,5,0.8,5.528389652390945,0.9740737702063306,461,462,3672,3160,6832
0.75,0.3,0.05,3,5,1,0.8,5.530991429632057,0.9740493615985543,734,735,5878,5093,10971
1.0,0.0,0.05,4,5,10,0.8,5.53233061621992,0.9740367935247919,660,661,9265,8554,17819
1.0,0.0,0.1,3,3,20,0.8,5.532424584997741,0.9740359115270698,650,651,5405,4704,10109
1.0,0.1,0.05,4,3,20,0.8,5.534926017358395,0.9740124273953675,670,671,9483,8762,18245
1.0,0.0,0.03,4,5,20,0.8,5.535505282408606,0.974006987582718,992,993,12463,11463,23926
0.75,1.0,0.1,3,8,5,0.8,5.537185132153266,0.9739912090843098,456,457,3469,2962,6431
1.0,0.3,0.05,4,3,20,0.8,5.53766991414384,0.9739866547322069,660,661,8896,8185,17081
0.75,1.0,0.03,4,5,10,1.0,5.540738162183053,0.9739578203999176,411,412,4661,4199,8860
1.0,0.0,0.05,4,3,20,0.8,5.542078985411364,0.9739452147927717,734,735,10558,9773,20331
1.0,0.0,0.05,4,3,10,0.8,5.5428262084558195,0.9739381885311706,734,735,10826,10041,20867
1.0,0.0,0.05,3,3,20,0.8,5.550275327746484,0.9738680914406271,995,996,7651,6651,14302
0.75,0.0,0.05,3,5,10,0.8,5.552388788132989,0.9738481863853149,737,738,5736,4948,10684
0.75,1.0,0.05,4,3,20,1.0,5.555614592426761,0.9738177904092343,573,574,3948,3324,7272
1.0,0.3,0.03,4,5,20,0.8,5.555888336470498,0.9738152101724721,995,996,11945,10945,22890
0.75,0.3,0.1,4,8,5,1.0,5.556848806363803,0.9738061560394023,233,234,1769,1485,3254
1.0,0.0,0.03,4,8,20,0.8,5.557990169999767,0.9737953946268174,992,993,11483,10483,21966
0.75,1.0,0.05,4,5,20,1.0,5.561719841725121,0.9737602137916656,324,325,3449,3074,6523
0.75,0.0,0.05,4,8,20,1.0,5.5620434078541585,0.9737571605803339,556,557,6549,5942,12491
0.75,1.0,0.1,4,3,20,1.0,5.562567869577726,0.9737522113152245,262,263,1795,1482,3277
0.75,0.0,0.03,3,3,5,0.8,5.562898240178542,0.9737490934188037,998,999,7530,6530,14060
1.0,0.0,0.05,4,8,20,0.8,5.563989100992672,0.9737387970258818,734,735,9150,8365,17515
1.0,0.3,0.05,3,3,20,0.8,5.564869374161312,0.9737304868510789,991,992,7587,6587,14174
0.75,1.0,0.05,4,8,10,1.0,5.5672807858456395,0.9737077153063732,451,452,3067,2565,5632
1.0,1.0,0.05,4,3,20,0.8,5.567698477160479,0.9737037699436883,558,559,6720,6111,12831
1.0,0.1,0.03,4,8,20,0.8,5.5721199951517,0.9736619877165587,992,993,11407,10407,21814
1.0,0.1,0.1,4,3,5,0.8,5.572893569569087,0.9736546742248143,347,348,5490,5092,10582
1.0,1.0,0.1,4,5,5,0.8,5.574188678571876,0.973642427792033,153,154,2319,2115,4434
1.0,0.0,0.05,4,3,1,1.0,5.580259741668622,0.9735849824365476,686,687,9950,9213,19163
0.75,1.0,0.1,4,8,5,1.0,5.58059543835091,0.9735818041972211,201,202,1384,1132,2516
0.75,0.3,0.03,3,3,5,0.8,5.5833279006403025,0.9735559272465609,998,999,7485,6485,13970
0.75,1.0,0.05,4,5,10,1.0,5.592975632881205,0.9734644600212025,248,249,2935,2636,5571
1.0,0.0,0.1,3,8,1,0.8,5.596148173987223,0.9734343476183179,549,550,4399,3799,8198
1.0,1.0,0.05,4,8,20,0.8,5.596480420801773,0.9734311930859078,429,430,5075,4595,9670
1.0,0.3,0.03,4,8,20,0.8,5.597867005806335,0.9734180260701346,992,993,11190,10190,21380
0.75,0.3,0.03,4,3,10,1.0,5.598505758316845,0.9734119593767716,887,888,7142,6204,13346
0.75,0.1,0.03,3,3,5,0.8,5.6027347012841044,0.9733717765926863,998,999,7526,6526,14052
0.75,0.0,0.05,3,5,20,0.8,5.603718814954778,0.9733624213397485,991,992,7136,6136,13272
1.0,0.3,0.05,4,3,1,0.8,5.607900286209756,0.9733226528108895,345,346,5453,5057,10510
1.0,0.0,0.1,4,3,20,1.0,5.611179276727374,0.9732914467131878,441,442,6614,6122,12736
1.0,0.3,0.05,3,5,20,0.8,5.612047640235462,0.9732831794572364,998,999,7424,6424,13848
1.0,0.1,0.03,4,3,1,0.8,5.612486526284869,0.9732790005553204,735,736,11263,10477,21740
1.0,0.0,0.1,4,5,5,0.8,5.616732357165854,0.973238556535556,152,153,2638,2435,5073
1.0,0.0,0.03,4,3,10,0.8,5.617970551584907,0.973226756250196,998,999,13624,12624,26248
0.75,1.0,0.03,4,3,10,1.0,5.6182606116622145,0.9732239915330944,460,461,5127,4616,9743
0.75,1.0,0.03,3,3,5,0.8,5.620171173419627,0.9732057773847433,998,999,7324,6324,13648
0.75,1.0,0.05,3,8,20,0.8,5.62195379907368,0.973188777317618,991,992,6713,5713,12426
1.0,0.3,0.1,3,8,1,0.8,5.627647860709673,0.9731344396010967,549,550,4374,3774,8148
0.75,0.1,0.05,3,5,20,0.8,5.629040015866488,0.9731211460704892,991,992,7094,6094,13188
1.0,1.0,0.1,4,8,20,0.8,5.631490940196431,0.9730977344838756,343,344,3905,3511,7416
1.0,0.1,0.05,3,3,20,0.8,5.633354270781418,0.9730799288591332,852,853,6866,5963,12829
1.0,0.3,0.1,4,5,5,0.8,5.633834755558859,0.9730753364847192,152,153,2577,2374,4951
1.0,0.0,0.05,4,3,5,0.8,5.636467299601347,0.973050168219805,546,547,8380,7783,16163
1.0,0.1,0.1,4,5,5,0.8,5.637384598145674,0.9730413956849024,152,153,2643,2440,5083
1.0,0.0,0.05,3,5,20,0.8,5.63889886856552,0.9730269109183973,998,999,7475,6475,13950
1.0,1.0,0.03,4,8,20,0.8,5.638953192489363,0.9730263912101602,733,734,8209,7425,15634
0.75,1.0,0.03,4,5,20,1.0,5.641059967797509,0.9730062321676252,531,532,5361,4779,10140
1.0,0.3,0.05,4,8,20,0.8,5.641134297361898,0.9730055207948567,469,470,5859,5339,11198
0.75,1.0,0.05,3,5,20,0.8,5.641600921944662,0.9730010547396617,991,992,6813,5813,12626
0.75,0.0,0.05,3,5,5,0.8,5.648992715488527,0.9729302587462121,461,462,3772,3260,7032
0.75,0.3,0.03,4,8,20,1.0,5.649735794799021,0.9729231366666983,671,672,7115,6393,13508
0.75,0.3,0.1,3,8,5,0.8,5.6519274728381275,0.9729021249665483,342,343,2813,2420,5233
0.75,1.0,0.05,4,8,20,1.0,5.656567316149008,0.9728576157251928,558,559,3806,3197,7003
1.0,0.1,0.1,4,8,5,0.8,5.659044549003238,0.9728338370886488,152,153,2420,2217,4637
0.75,0.0,0.1,3,8,5,1.0,5.660367163660249,0.9728211372190161,863,864,6785,5871,12656
0.75,1.0,0.1,3,5,1,0.8,5.660801425029386,0.9728169667535419,347,348,2873,2475,5348
0.75,0.3,0.05,3,5,20,0.8,5.661278512268165,0.9728123846374089,991,992,7034,6034,13068
1.0,0.1,0.05,4,5,5,0.8,5.66215517090324,0.9728039638882404,735,736,10130,9344,19474
1.0,0.3,0.03,4,3,1,0.8,5.663080812523374,0.9727950712175678,648,649,9673,8974,18647
1.0,1.0,0.05,3,3,20,0.8,5.663358523775819,0.9727924029525926,852,853,6644,5741,12385
1.0,1.0,0.05,4,5,20,0.8,5.66426721708193,0.9727836712628518,648,649,7225,6526,13751
1.0,0.1,0.05,4,3,1,0.8,5.667241216206154,0.9727550841275079,344,345,5689,5294,10983
0.75,0.0,0.03,4,3,20,1.0,5.671398609771132,0.972715096634722,999,1000,11477,10477,21954
1.0,0.0,0.05,4,3,1,0.8,5.671954093486122,0.9727097515469338,344,345,5756,5361,11117
1.0,0.0,0.1,4,5,20,1.0,5.674622572326593,0.9726840670720819,737,738,9789,9001,18790
1.0,1.0,0.05,3,8,20,0.8,5.6814330650022375,0.9726184603836235,998,999,7061,6061,13122
1.0,1.0,0.05,3,5,20,0.8,5.681821111645131,0.9726147198916516,998,999,7210,6210,13420
0.75,0.1,0.05,3,3,20,0.8,5.684687479911258,0.9725870822394811,998,999,7199,6199,13398
1.0,0.1,0.05,4,8,20,0.8,5.685409168899642,0.9725801214850852,429,430,5465,4985,10450
1.0,1.0,0.05,4,3,1,0.8,5.688896226800275,0.9725464760523399,344,345,4565,4170,8735
1.0,0.1,0.1,4,8,20,0.8,5.689042562921444,0.9725450636539704,344,345,4629,4234,8863
1.0,0.1,0.1,4,3,10,1.0,5.689368773825936,0.972541915019981,346,347,3495,3098,6593
0.75,1.0,0.1,4,8,20,1.0,5.690187780606295,0.9725340090545526,251,252,1734,1432,3166
0.75,0.0,0.05,3,3,20,0.8,5.695904904669932,0.9724787893083054,998,999,7240,6240,13480
1.0,0.0,0.05,4,5,5,1.0,5.696882864979486,0.972469337969936,930,931,13043,12062,25105
0.75,0.1,0.03,4,8,20,1.0,5.6971873141695655,0.972466395339055,628,629,7012,6333,13345
0.75,1.0,0.05,3,8,1,0.8,5.697818074282888,0.9724602982739484,461,462,3678,3166,6844
1.0,1.0,0.03,4,3,1,0.8,5.698523794390929,0.9724534758290638,888,889,8988,8049,17037
1.0,0.0,0.05,3,8,20,0.8,5.698887536149538,0.9724499590793603,995,996,7285,6285,13570
1.0,0.1,0.1,4,5,20,1.0,5.6998395260633306,0.9724407539313261,554,555,5659,5054,10713
1.0,1.0,0.1,4,8,5,0.8,5.700825663860676,0.9724312169732852,152,153,2178,1975,4153
1.0,0.0,0.05,4,3,5,1.0,5.702778950945494,0.9724123218249899,567,568,8362,7744,16106
1.0,0.3,0.03,4,5,10,0.8,5.7033567504920715,0.9724067312328953,852,853,11070,10167,21237
1.0,0.0,0.1,4,3,1,1.0,5.704266905329193,0.9723979237351266,416,417,6422,5955,12377
1.0,0.1,0.05,4,5,10,0.8,5.706437053004567,0.9723769177138409,546,547,7626,7029,14655
1.0,0.3,0.1,4,5,20,0.8,5.707240882769658,0.9723691349872724,544,545,7068,6473,13541
0.75,0.3,0.03,4,5,20,1.0,5.707608121371743,0.9723655789969388,510,511,5844,5283,11127
1.0,0.0,0.03,4,3,1,0.8,5.709257068417601,0.9723496093374114,648,649,10213,9514,19727
0.75,1.0,0.03,3,3,10,0.8,5.71015284429461,0.9723409320276574,997,998,7102,6102,13204
1.0,0.1,0.05,3,5,20,0.8,5.711029582674316,0.972332437814365,852,853,6714,5811,12525
1.0,0.0,0.1,4,8,20,1.0,5.711886469795453,0.9723241346683391,504,505,6898,6343,13241
1.0,0.0,0.1,3,5,20,0.8,5.712448565231438,0.9723186873461231,648,649,5289,4590,9879
0.75,0.0,0.05,3,8,1,0.8,5.712695685739806,0.9723162923073093,461,462,3765,3253,7018
1.0,0.3,0.1,4,8,20,0.8,5.712811939890458,0.9723151655612515,314,315,4182,3817,7999
0.75,0.3,0.1,4,8,20,1.0,5.713404492863447,0.9723094221263532,214,215,2194,1929,4123
1.0,0.3,0.1,4,8,5,0.8,5.713539619226893,0.9723081123043926,127,128,2093,1915,4008
1.0,1.0,0.1,3,5,20,0.8,5.714751631706382,0.9722963625046002,563,564,4392,3778,8170
0.75,1.0,0.03,3,5,10,0.8,5.715638465419418,0.9722877635566145,998,999,7002,6002,13004
0.75,1.0,0.03,3,8,5,0.8,5.717023767120901,0.9722743286758724,998,999,7049,6049,13098
0.75,0.0,0.1,3,8,1,1.0,5.718409160303122,0.9722608896517896,407,408,3400,2942,6342
1.0,0.1,0.1,4,3,20,1.0,5.718697227110619,0.9722580948471492,346,347,4521,4124,8645
1.0,0.0,0.1,4,8,10,0.8,5.718809826152528,0.9722570023806069,342,343,4717,4324,9041
0.75,0.1,0.03,4,3,20,1.0,5.7196368668435715,0.9722489775475678,999,1000,10688,9688,20376
0.75,0.3,0.05,3,8,1,0.8,5.719674579270631,0.9722486115936149,461,462,3741,3229,6970
1.0,0.0,0.1,4,8,5,0.8,5.720229576486321,0.9722432257310689,152,153,2434,2231,4665
1.0,0.3,0.05,3,8,20,0.8,5.721426598425501,0.9722316076854236,998,999,7249,6249,13498
1.0,0.0,0.05,4,5,5,0.8,5.727662026030655,0.9721710486103303,545,546,7904,7308,15212
0.75,0.0,0.03,3,3,10,0.8,5.727689818792453,0.9721707785366807,997,998,7344,6344,13688
0.75,0.0,0.1,3,5,10,1.0,5.727971585895722,0.9721680404163427,506,507,4155,3598,7753
0.75,1.0,0.05,3,3,20,0.8,5.7285082861019765,0.9721628245670568,998,999,6904,5904,12808
1.0,0.0,0.1,4,3,5,0.8,5.72924055313294,0.9721557073394537,167,168,3049,2831,5880
1.0,1.0,0.1,4,3,5,0.8,5.729530310802912,0.9721528908051115,167,168,2486,2268,4754
1.0,0.0,0.1,4,8,1,0.8,5.730163158240302,0.9721467388366264,342,343,4755,4362,9117
1.0,0.3,0.1,3,3,1,0.8,5.733591412398718,0.9721134006505503,345,346,3111,2715,5826
1.0,1.0,0.1,3,8,1,0.8,5.734418140779881,0.97210535811539,647,648,4901,4203,9104
0.75,0.1,0.05,3,8,1,0.8,5.735906548419814,0.9720908757441037,461,462,3757,3245,7002
1.0,0.0,0.1,4,8,5,1.0,5.736228716826333,0.9720877405149908,633,634,8109,7425,15534
1.0,1.0,0.05,4,3,5,0.8,5.736259447771548,0.9720874414430893,726,727,6879,6102,12981
1.0,0.0,0.03,4,5,10,0.8,5.739543635310263,0.9720554706719584,735,736,10016,9230,19246
0.75,0.0,0.05,3,5,1,1.0,5.7402834065105015,0.9720482666531164,676,677,5640,4913,10553
1.0,0.0,0.05,4,5,20,0.8,5.740485922728232,0.9720462943535731,731,732,9973,9191,19164
0.75,0.1,0.03,3,8,1,0.8,5.74279797858083,0.9720237723772083,991,992,7361,6361,13722
1.0,1.0,0.1,4,5,1,0.8,5.742995907401629,0.9720218439105662,303,304,3243,2889,6132
1.0,0.0,0.1,4,8,20,0.8,5.743656485661691,0.9720154072615127,314,315,4310,3945,8255
1.0,1.0,0.05,4,5,1,0.8,5.745530539052009,0.9719971425282702,344,345,4511,4116,8627
1.0,0.3,0.05,4,5,10,0.8,5.747629792325029,0.9719766758963374,412,413,5737,5274,11011
1.0,0.1,0.1,4,8,1,0.8,5.753231623347734,0.9719220243506048,342,343,4723,4330,9053
1.0,0.1,0.05,3,3,5,0.8,5.761433050459367,0.9718419150758801,995,996,7797,6797,14594
1.0,0.0,0.05,3,3,10,0.8,5.762409377019246,0.971832370986663,995,996,7734,6734,14468
0.75,0.0,0.03,3,8,10,0.8,5.763078720785351,0.9718258268761516,998,999,7058,6058,13116
1.0,0.1,0.05,4,5,20,0.8,5.7641772192953225,0.9718150853130696,468,469,6342,5823,12165
1.0,1.0,0.1,4,5,20,0.8,5.765575310510639,0.9718014112503384,380,381,4300,3869,8169
1.0,1.0,0.1,3,3,20,0.8,5.7658851510582165,0.9717983803989584,581,582,4596,3964,8560
1.0,1.0,0.1,4,8,10,0.8,5.766822165709727,0.9717892135573506,164,165,2298,2083,4381
1.0,0.3,0.1,4,3,5,0.8,5.768264957759754,0.9717750957680877,167,168,2902,2684,5586
1.0,0.0,0.05,4,3,10,1.0,5.768744798647497,0.971770399719443,732,733,9942,9159,19101
1.0,0.3,0.05,4,5,20,0.8,5.76945345541656,0.9717634636088054,412,413,5534,5071,10605
0.75,1.0,0.03,3,8,10,0.8,5.771109561897258,0.9717472508348128,998,999,6901,5901,12802
1.0,0.0,0.03,4,3,1,1.0,5.771660385414075,0.9717418574104951,712,713,10341,9578,19919
1.0,0.0,0.1,3,3,1,0.8,5.77224483479305,0.9717361341735138,342,343,3099,2706,5805
1.0,0.1,0.1,3,3,1,0.8,5.77224483479305,0.9717361341735138,342,343,3099,2706,5805
1.0,1.0,0.05,4,8,5,0.8,5.7726416968122845,0.9717322475606679,647,648,6552,5854,12406
1.0,0.3,0.05,3,3,10,0.8,5.773038982483385,0.9717283565312095,995,996,7678,6678,14356
1.0,0.1,0.05,3,3,1,0.8,5.776195257002506,0.9716974343561765,719,720,6050,5280,11330
1.0,0.0,0.05,3,3,1,0.8,5.776195257002506,0.9716974343561765,719,720,6050,5280,11330
1.0,0.3,0.05,4,5,5,0.8,5.778258334286925,0.9716772131533653,545,546,7365,6769,14134
1.0,1.0,0.05,3,3,1,0.8,5.779431558914276,0.9716657105992915,733,734,5983,5199,11182
1.0,0.3,0.03,4,3,10,0.8,5.780064472290093,0.9716595044066877,734,735,10101,9316,19417
1.0,0.1,0.1,4,5,1,0.8,5.781462172561907,0.9716457964946417,303,304,4626,4272,8898
1.0,0.1,0.03,4,3,10,0.8,5.782115364866804,0.9716393891903198,734,735,10405,9620,20025
0.75,1.0,0.05,3,5,1,0.8,5.784329794792602,0.9716176619824143,461,462,3750,3238,6988
1.0,0.3,0.1,3,3,20,0.8,5.784756126819857,0.9716134780074133,559,560,4630,4020,8650
1.0,0.0,0.05,3,8,1,0.8,5.784916779408053,0.9716119013008235,995,996,7348,6348,13696
0.75,0.3,0.03,4,3,20,1.0,5.785081055248071,0.9716102889889604,999,1000,8149,7149,15298
0.75,1.0,0.03,4,8,20,1.0,5.786467415669177,0.9715966805062661,528,529,5244,4665,9909
1.0,0.0,0.1,4,5,20,0.8,5.791393039928852,0.9715483043157892,336,337,5014,4627,9641
1.0,0.1,0.1,4,5,20,0.8,5.791766438939226,0.9715446353617315,336,337,4959,4572,9531
1.0,0.3,0.05,3,3,5,0.8,5.792155351225367,0.9715408137254176,850,851,6995,6094,13089
0.75,0.0,0.05,3,8,5,0.8,5.793097649316131,0.9715315531940151,461,462,3697,3185,6882
0.75,1.0,0.03,3,5,1,0.8,5.7994359267791,0.9714692239751082,719,720,5721,4951,10672
