SOC_level,SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,test,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,SHAP_test,fold
SOC_100,0.9998703309423077,12.412769230769227,16.405054807692306,4.183234615384615,0.05811113500000001,1.3653846153846154,78.4218076923077,13.820887619249875,2.6715988943313103,21.957438480260326,8.216616085541188,4.430198936711486,2.1309183938050404,4.0
SOC_95,0.9499446949692308,12.587153846153846,14.032538153846154,4.065567692307692,0.5551498202923076,1.2923076923076924,78.20555384615383,17.53545929901737,2.133350411335472,18.502977023325307,9.593905880189837,6.424619302113952,1.5309349884560617,4.0
SOC_90,0.8999719605471698,13.700603773584906,14.541602830188683,4.035858490566038,0.6562717559433963,1.3773584905660377,82.12824528301887,18.203390818722095,1.9517685165205743,18.246005381011418,8.161892623907173,6.184099989019977,1.6848940049047267,4.0
SOC_80,0.7999843543617022,13.662148936170212,14.64336936170213,3.9391723404255305,0.8270484017234043,1.425531914893617,79.39665957446809,16.456311677293222,1.9924750016600343,18.428874896485546,5.768589052894571,5.699797813956108,1.7623896430579429,4.0
SOC_70,0.7000093433571429,13.145595238095238,14.895851904761903,3.8428714285714287,0.918231171952381,1.4761904761904763,76.39999999999999,13.105820405143588,2.2271767367794277,20.54075160817893,4.188605220308909,4.537568729810023,1.9012934696122759,4.0
SOC_60,0.5999978439074075,16.891462962962958,14.955913148148149,3.7585888888888883,0.7447052935,1.3703703703703705,64.07366666666665,7.232051486847643,2.1787845558687593,22.16050081819685,3.0031059999359426,3.9861081014238455,1.8856760726093438,4.0
SOC_50,0.4999938739400001,16.96238,14.404563000000001,3.667332,0.80619559878,1.4,59.142119999999984,4.075862667017326,2.208592169316788,20.493201394735046,1.932555705812377,3.4585873522240664,2.6509138918070585,4.0
SOC_40,0.3999738181698113,17.172792452830187,13.71604358490566,3.5884735849056604,0.7564739943773586,1.3773584905660377,51.13769999999999,5.951641309416221,2.5106054824649333,19.47972284865972,2.4800995489809003,3.192362748641643,2.9614148338707955,4.0
SOC_30,0.29984356134482754,17.450862068965513,13.524477068965519,3.515203448275862,0.6969186600000001,1.3448275862068966,39.24763793103448,12.907530958425145,2.4994449240824306,18.00016466989722,5.548987457091579,3.1231374811210997,2.8668092826162543,4.0
SOC_20,0.1999914376551724,16.14018965517241,12.719153275862068,3.4234948275862065,0.7184800717068964,1.3448275862068966,26.92876724137931,21.788507347180836,2.5572217534740607,14.755420716698413,10.315018134774494,2.3823246609666313,3.1048068553170767,4.0
SOC_15,0.14999969261538462,16.498169230769232,12.692021846153848,3.376298461538462,0.6131316522307693,1.2923076923076924,18.578351846153847,29.96425526753128,2.3767741446731288,11.867579720177625,12.911392230273101,1.8622111311802336,2.6443053932239016,4.0
SOC_10,0.10002153183720928,14.875093023255811,14.725344418604653,3.267774418604651,0.5841566366976744,1.4186046511627908,14.498703023255812,36.713624453385854,2.5333053840739455,12.220310655671883,16.943327956622134,1.6308265515456115,2.806055085422406,4.0
SOC_5,0.04998857561111111,11.551333333333336,20.688188888888888,3.116422222222222,0.1962121208888889,1.5,11.605945,39.31120285511637,2.4019144467013476,15.450248761256319,20.11409697561997,1.302789463978649,2.370536428796024,4.0
SOC_2,0.01999759457142857,8.85957142857143,19.67797142857143,3.2671571428571426,0.0,2.0,15.552785714285715,36.000370429835414,1.2222597716983208,17.203621285825253,16.853336872818847,1.9975883800965468,2.989461125896445,4.0
