y_actual,y_predicted
107.51,108.038025
36.98,32.783848
53.278,62.99228
9.5219,7.981808
111.04,110.484535
105.21,104.79896
100.24,98.66275
98.702,95.313644
96.393,86.99575
46.53,47.287056
37.008,37.242558
30.267,30.483133
31.983,32.690296
28.261,26.702848
26.113,25.871225
26.709,26.67432
23.555,23.541994
24.08,24.482023
20.954,20.354918
17.239,17.030542
16.995,17.596094
12.972,13.826794
9.3004,9.090969
9.1388,8.932074
2.5123,2.9722795
41.044,38.74112
3.5115,3.2817943
30.424,29.444464
32.643,35.251656
31.753,35.343956
34.61,33.76685
32.708,33.777794
29.853,31.002237
28.618,30.321367
24.353,24.102968
114.47,114.332924
111.68,107.847404
111.55,112.605896
108.11,107.3441
107.1,108.1698
106.01,106.015884
101.46,101.18421
83.746,67.00326
37.948,31.96373
15.975,8.491444
75.25,88.9946
81.194,76.64057
75.749,72.911156
67.646,63.077477
26.289,23.144974
6.9676,5.300404
27.158,27.089016
15.022,15.075366
6.7189,8.783899
5.797,6.7259808
99.208,100.7503
99.614,97.99139
93.974,89.78254
78.468,80.82628
11.756,13.717458
27.948,29.712673
25.538,26.30025
8.4119,8.212948
83.176,85.27566
49.972,50.351852
9.2226,8.433838
9.7386,8.158426
0.24011,0.9251938
98.745,97.005264
29.042,35.451107
19.919,15.568192
10.828,2.191607
84.674,82.38455
67.436,67.63366
0.0,102.565315
102.26,103.03249
90.178,92.1912
33.393,30.226755
9.4866,6.095691
0.66276,-5.330431
109.49,109.55094
108.44,108.41429
107.11,107.212746
110.87,111.762695
105.44,105.9631
96.978,90.54701
111.38,108.95347
106.24,104.8002
104.68,105.07955
96.981,75.83248
84.268,62.258053
102.05,99.08741
96.918,91.679375
73.115,79.78878
15.868,22.067194
20.301,27.17838
54.289,52.643097
33.309,33.452522
36.76,37.029022
26.212,26.509378
28.261,26.702848
26.113,25.871225
12.679,12.080336
1.5087,3.4654038
8.9994,8.058116
102.44,103.77122
101.52,102.175285
84.558,90.63999
2.3322,7.3499045
53.04,49.995373
49.072,49.717373
22.484,26.510931
9.0978,8.504363
57.584,56.535328
51.017,51.508797
5.3892,4.9732804
109.75,111.194305
103.0,101.12502
100.04,101.1763
89.435,75.246765
71.134,63.25552
49.136,49.710518
27.036,24.331732
73.486,89.78626
96.098,99.41926
88.557,90.40913
85.564,75.810715
78.553,73.81626
38.561,35.345173
20.972,22.077492
8.0877,3.0432625
54.454,54.57176
51.956,55.01422
54.903,52.084637
46.997,49.2655
43.668,43.751156
37.118,37.205677
19.717,18.622105
15.978,15.631799
17.803,18.267128
6.5655,5.8103714
93.04,92.05417
52.821,54.028526
27.952,27.891329
29.03,28.833239
23.777,24.150707
9.2226,8.433838
9.7386,8.158426
2.0807,3.4117982
65.808,58.2462
104.59,101.3286
103.14,103.631935
84.92,75.59192
79.622,62.573505
85.68,78.011475
16.885,19.250591
7.138,9.20082
85.245,87.633965
20.566,24.28515
15.654,15.620934
100.41,96.982994
92.781,93.99442
26.938,32.210903
30.112,28.753002
20.359,20.544714
15.367,17.093878
91.681,91.0688
86.68,90.00204
26.316,23.879427
18.29,17.119558
99.152,97.17718
97.206,94.70659
92.319,96.4942
58.084,58.77107
99.002,98.84992
42.563,37.166904
99.233,98.18968
48.083,40.723495
89.673,87.5719
86.646,81.45001
97.418,95.461716
95.418,96.026955
87.006,80.003876
