SOC,PulseLength(s),Temperature(C),Voltage(V),True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V)
0.8,10.004,-18.153,3.2883,18.781,1.739155641151592,-1.4120276341866702,-20.138146287930432,2.0693222381954546
0.8,19.86,2.2316,3.3323,52.165,5.4355398773087655,-4.586947355438024,2.226451441752724,10.162497930817771
0.8,10.002,-8.5495,3.302,33.375,0.29742944409837946,-1.0407160545606167,-10.093516689605313,5.745311313818674
0.8,10.002,-9.0995,3.3097,35.124,1.0359287926531398,-0.9696927560400218,-10.152567094365368,7.122185053474968
0.8,28.365,-9.1926,3.3089,31.118,2.265008566393517,-4.113911564867013,-9.600512404532637,6.097399931796827
0.8,10.002,-8.4171,3.3197,36.422,1.596669001390692,-0.8595798107981681,-9.932716172995278,8.314062157329172
0.8,30.003,10.999,3.3385,67.201,8.226453691241332,-8.194131613806821,12.363715435406194,15.968687921647215
0.8,10.002,-8.6189,3.3157,36.012,1.5225885788328015,-0.824314723983407,-10.00627322204993,7.922889063295442
0.8,30.002,-9.1539,3.3195,29.492,2.62361240202561,-7.9998607130348685,-9.776350358554629,8.433549276095583
0.8,30.002,-18.039,3.2962,16.554,0.8929506967449561,-6.8477972623193635,-18.85475946569466,4.618480399269611
0.799966667,2.002,-18.405,3.2837,24.388,0.3934135910635814,8.806954387268052,-22.312481843278512,2.393646892254474
0.799958333,2.003,-8.4365,3.301,45.085,-0.8959192668669858,8.69543822937645,-9.493164838670054,5.0755014878185465
0.799958333,2.003,-18.74,3.2914,25.149,-1.2552735911565833,7.520656768730841,-21.698585020158205,3.249686155259842
0.799958333,2.001,-8.6358,3.3114,46.103,0.939328459254466,9.921455933633261,-9.489902212085434,7.893633722690866
0.799925,2.003,-18.936,3.2978,26.1,-2.1779745044908485,7.222102641104721,-21.692548623806797,4.627575801784405
0.799916667,2.004,-18.066,3.3002,26.426,-2.2265749143064024,6.625192437614314,-21.4150821290107,5.132211392387981
0.799916667,2.002,-9.0945,3.3161,46.745,0.8543133469996974,9.900613545977976,-9.51484803184052,8.055707515400137
0.799916667,2.002,-8.8629,3.3191,47.169,1.1558095961576327,10.08242143017007,-9.471014701855601,8.604269448522246
0.799916667,2.003,-18.933,3.2949,25.692,-1.9534211724228225,7.670561934947036,-21.698247580803,3.9602620971819853
0.799916667,30.002,1.6683,3.3401,45.864,5.362901375899091,-8.622816228140145,1.1361362653505056,14.67252503461903
0.799916667,25.981,1.5387,3.3379,48.558,5.269588857521303,-5.225373732582666,1.2319060941971838,12.973435245351865
0.799916667,20.932,2.1959,3.3336,50.359,5.34292992910021,-4.328472101045772,1.8517187619954347,11.433749586783815
0.799916667,30.002,10.756,3.343,66.979,8.035783647159114,-8.107460407027975,12.452243484500796,15.894999116804684
0.799833333,30.002,2.5353,3.3391,46.739,5.496441384386271,-8.952276676450856,1.2628263910999522,14.685172311558853
0.750166667,10.002,11.247,3.322,66.901,4.674922030661255,-0.8878792375070043,12.784493619966089,8.777980684331851
0.750166667,30.003,26.244,3.3373,73.672,6.818823901927098,-7.681395754280966,22.3933672913746,16.06543290688074
0.750108333,2.005,10.608,3.3174,74.16,3.2099330903566443,9.677969239670784,14.662767067350215,8.160260275112233
0.750108333,2.002,26.157,3.322,81.073,1.4729593328805641,9.036334348290692,21.782234100565546,7.803960091039771
0.7501,2.004,40.61,3.3288,84.491,3.3325457237527005,8.213735242914408,25.517950481938897,10.378278426269535
0.7501,2.002,1.4256,3.3053,65.577,0.9119925260567107,10.75782381316647,4.338007742589107,6.62732543894439
0.750083333,10.003,40.053,3.3336,81.914,4.567786763771437,-0.010054937740787863,28.172520765675,12.308464083939326
0.750083333,10.002,40.221,3.3359,81.316,4.683727913463954,0.06833223059540615,27.65837087769876,13.237586301534902
0.750083333,30.002,26.008,3.3363,74.405,6.885546451993287,-7.399596082479693,21.935888931760566,15.671436393767362
0.750083333,30.003,-18.613,3.2897,15.83,1.395227483905619,-7.394335495689884,-18.689855256793088,2.725295870788395
0.750083333,30.002,40.191,3.3368,79.164,6.223390681948513,-6.6943466008803805,27.824597101754044,15.529262706640875
0.750083333,30.001,-8.8496,3.3052,28.846,2.2861814442963806,-7.806850790702738,-10.004573256738949,7.57258042268455
0.750083333,30.003,-8.1124,3.3113,28.508,2.406393539318815,-8.516485291956924,-9.909079545380083,8.41330626387382
0.750083333,30.003,40.381,3.3373,78.683,6.308980043202755,-7.170285665199626,27.391810779967344,15.767138804771239
0.750083333,30.004,-8.6106,3.3079,28.475,2.208700498061953,-7.777808315409348,-9.917455762980971,7.546183971576393
0.750083333,10.002,25.396,3.3337,76.511,6.061680173417553,0.26292158759897577,22.198700410790043,12.646426551917102
0.750083333,10.002,25.333,3.33,77.136,6.452043321048841,0.7207889281190001,21.379985936974407,11.33832898763707
0.750083333,30.003,-8.6823,3.3098,28.454,2.3439024117856753,-8.154437453886494,-9.999164457062726,7.8731026048632335
0.750083333,10.002,-8.479,3.303,34.97,0.8412090638431254,-0.9308940268587321,-10.304591389076085,6.456731709286105
0.750083333,30.003,-8.481,3.3129,28.56,2.5584243479266298,-8.354116837782785,-9.908912950113882,8.266083091986365
0.750083333,10.002,-8.5233,3.3065,35.446,1.3289995473029557,-0.7091648124624044,-10.313756230316358,7.247868379361462
0.750083333,10.002,-9.1856,3.2935,32.401,0.7350606991595123,-0.45286736483685675,-10.005363009184366,4.939880235701566
0.750083333,10.002,-8.5491,3.2989,34.196,0.4899760531785432,-1.0064455607626588,-10.14658966316958,5.689653662370984
0.750058333,10.003,-17.895,3.2936,20.301,0.6313348159368616,-1.6158475500904024,-20.079581439668544,3.8231160563824234
0.750058333,10.001,-18.507,3.2907,19.839,-0.35886533973389306,0.43235011940356344,-20.57025828757207,3.9188710370415354
0.750041667,10.001,-18.709,3.2872,19.072,1.3388157418312039,0.052919808714650574,-20.81055928405025,2.1829231973772405
0.750025,10.003,-19.088,3.296,20.64,0.5125128438218962,-1.691676685307175,-20.143909777530936,4.013689928430831
0.750025,10.003,-17.91,3.2814,17.952,2.2948242813616524,-1.4597931515146048,-20.43714490157203,0.7270423918904271
0.75,30.003,11.105,3.3352,66.535,8.491389127406292,-8.090064379975665,12.400941187641584,16.20698104819399
0.75,29.266,-9.2223,3.3003,29.752,2.1505346252059097,-5.609211707008071,-9.48187797473045,5.917008621427231
0.75,10.002,1.5856,3.3146,50.414,3.0705510352691636,-1.1524991991743445,2.685501146594761,8.289571450900985
0.75,10.002,1.0206,3.322,52.016,2.991341978968121,-0.8734123461134732,2.386594182382105,8.968467903776327
0.749941667,2.002,-18.684,3.2761,22.881,1.9483207330282313,7.934331068787724,-22.858000019133325,-0.02771521557471715
0.749941667,2.002,-17.881,3.283,23.947,0.884363725449657,8.821796018523164,-22.71082364816568,2.526288014497841
0.749933333,2.002,-8.7424,3.2915,43.768,1.4087146745284553,9.801952365157195,-9.20487194106332,4.029229609654285
0.749933333,2.003,-8.3796,3.2987,44.674,0.6335895302670542,9.27114491774235,-9.053697438864038,5.562962936530821
0.749916667,30.002,11.224,3.3409,64.403,8.422500374256634,-8.131244449922814,12.293522521001286,15.934360082662897
0.749916667,22.292,2.2985,3.3214,47.92,3.594594663879834,-4.3615508482791485,1.9960714631248266,7.801504418185214
0.749916667,30.002,11.134,3.337,64.875,8.39263584571425,-7.900633000840899,12.163292163987643,16.11966598848463
0.749916667,30.002,1.5416,3.3292,43.305,5.10181571223773,-10.169719178928062,1.372740576104261,9.652888806273696
0.749916667,30.003,1.3442,3.328,43.45,4.944004321559333,-10.159562532547861,1.3877498745732009,9.662250583909918
0.749916667,30.002,2.1391,3.3258,44.741,4.278086851863191,-8.953748889835552,1.3963987074885518,9.74783310564817
0.749916667,25.827,2.3682,3.3236,46.3,3.935304592489265,-4.97501375132706,1.3499930689577013,8.253627273495077
0.7499,2.003,-17.854,3.2926,25.676,-1.7792491104954389,8.27309522043448,-21.333594200838125,4.158402888459387
0.7499,2.002,-19.266,3.2863,24.703,0.3608207445777953,8.178895975234918,-22.77279512539506,2.0580046587169636
0.749891667,2.002,-18.491,3.2908,25.421,-0.645588873323286,8.03680288608186,-22.224736681574722,3.329422004359076
0.749891667,2.002,-18.124,3.2886,25.068,0.3299901464895811,8.059233953966759,-22.206757808799157,2.23854200355825
0.749891667,2.002,-9.2922,3.3057,45.873,1.4275240798422602,9.446438207181636,-9.268553455151851,6.959558528416092
0.749891667,2.002,-9.0524,3.3025,45.375,0.9778325872996356,9.241039021408652,-9.058448071900056,6.146394345654407
0.749833333,20.199,1.5411,3.3202,49.628,5.674379098000936,-4.15291679147631,1.8013351256167516,8.79658285335754
0.700166667,10.003,10.537,3.3083,66.241,7.944365650727414,-1.7268170428206213,12.926015243906296,8.95652848874568
0.700166667,10.002,11.018,3.3048,65.67,8.068272251486778,-0.07016444212989882,12.752277183503612,9.522834861835
0.700125,2.003,11.229,3.3011,73.511,6.546797950502951,11.292604281450622,13.475329006066312,8.41247009087936
0.700116667,2.002,40.521,3.3097,84.03,4.9290728675975695,8.741637890471612,25.861761182063493,8.600036325841211
0.700116667,2.003,0.91965,3.294,64.846,4.280814680433832,12.38970855048392,3.8717544947529676,6.858289704063209
0.700116667,2.002,25.984,3.3045,80.556,5.353187795509585,9.484784662984312,21.15757760067121,8.186998920947081
0.700083333,10.002,39.853,3.3164,81.389,4.968859007146675,0.37297615365823733,28.656424131633248,9.13671891662758
0.700083333,30.002,25.373,3.3121,72.47,8.00333022588631,-8.389621634588112,22.22235000383109,10.319132376252673
0.700083333,30.002,25.073,3.311,73.038,8.308237557501998,-8.0409223640454,21.502691352702676,10.49552866596263
0.700083333,10.002,-8.83,3.2899,32.905,3.1534788861928975,0.06886157501023263,-10.45257069576066,4.363401192858582
0.700083333,30.003,40.662,3.3117,78.479,7.034642762428266,-7.815157212824561,27.22813610022771,11.125467218268895
0.700083333,30.002,40.896,3.3117,78.243,6.676307233952103,-7.6884718696889465,28.60618511563167,10.513186171279521
0.700083333,10.002,26.171,3.3135,76.308,5.338436982485,0.3710133592924103,23.89513584070606,9.333162952606799
0.700083333,30.002,-18.023,3.2837,14.807,2.2525148839212488,-7.72667525912635,-18.77824355858844,0.8920940378680825
0.700083333,30.004,-18.733,3.2877,15.308,2.704719319384312,-7.396524469610304,-18.757392125083133,2.2499751703999937
0.700083333,30.003,-18.091,3.2906,15.6,1.8657240805809852,-7.741343514919281,-18.51527466413565,3.9472761501930655
0.700083333,29.921,-8.6603,3.2923,28.299,2.7743580881261733,-8.170130367297679,-9.775804471387527,4.492468904801644
0.700083333,30.003,-8.7382,3.2962,27.4,3.086474980012281,-9.90934592475649,-10.034364207858452,5.565949899954721
0.700083333,30.003,-8.1117,3.2979,27.018,3.5991741499956698,-9.132060853419825,-10.323731253241421,7.872498221818823
0.700083333,10.003,-9.06,3.2858,30.996,3.2153614214935806,-2.1966776376217605,-10.330869743106886,2.1769021761079785
0.700025,10.003,-17.841,3.2806,18.044,2.099752184309764,-1.5879730755928905,-19.961277009067125,0.28381021072040313
0.7,30.003,2.3355,3.3114,42.044,4.411308729005977,-9.990708215369377,0.8170059381378815,9.750705691014883
0.7,10.002,-9.3697,3.295,33.676,2.7289390350843314,-0.01497200754005462,-10.47449528535013,6.552628931974759
0.7,10.002,-9.0198,3.2969,34.135,3.4719701855035963,-0.12163752504158765,-10.209137750283116,8.119556635956979
0.7,10.005,-17.99,3.2925,20.17,1.4521557816385757,-3.46161625132896,-19.51534583875444,3.9267688799486495
0.7,10.005,-18.067,3.2912,19.923,1.2894578966952395,-2.768847498772666,-19.535512734777296,3.222750603875611
0.7,10.002,-18.827,3.2883,19.623,2.415380163997179,-0.12456694711465388,-19.91380456230603,2.7777433005941568
0.7,10.003,-18.039,3.2864,19.266,2.3195325056731235,-1.6259537196857854,-20.004158429163507,1.9365410998265724
0.7,10.003,-19.11,3.2839,18.83,2.1124213097884788,-1.6979033419303595,-20.14479739213828,0.7748460558743682
0.7,10.003,-18.545,3.2751,16.899,2.3759033724654,-0.9061904931347817,-20.29823926370125,-0.7118232913047541
0.7,26.767,1.8195,3.3033,43.499,4.2941065309988335,-6.725282835345715,0.624453139109537,7.457523278212175
0.7,24.415,1.3443,3.3022,45.052,3.8361929034348576,-5.345079435789958,1.3500558958295732,7.059145541181788
0.7,30.002,2.3687,3.3131,41.112,4.345632483260706,-9.904001314770431,0.44275736704003066,9.509731203287375
0.7,10.002,1.6348,3.2998,48.746,4.405711403447203,-0.8407346265949309,1.8253793110419065,8.290521604771493
0.699916667,30.003,11.698,3.3184,60.948,9.004831591255497,-8.733880862540099,12.730308817911428,11.501032430051128
0.699916667,2.001,-8.4743,3.2828,41.948,2.1854211589635817,10.948188503822312,-10.251719871789682,2.5049724467191847
0.699916667,27.066,11.14,3.3103,64.436,8.554995458209888,-5.517141423001886,12.737759500718676,9.529091545058181
0.699916667,30.003,10.598,3.3112,62.283,8.953197560496628,-9.015831519460772,12.479529872937128,11.47929874202935
0.699916667,2.002,-19.159,3.2761,22.844,1.7595592092524748,7.918700412688777,-22.474576877551154,-0.9397197706240695
0.699916667,10.003,1.6825,3.304,50.466,5.382329604444094,-2.2491174283297735,1.4575211715837941,8.959991044484777
0.699908333,2.002,-17.945,3.2694,21.615,1.676232336902758,7.971339963958599,-22.33860760095209,-2.219079677819973
0.699908333,2.003,-9.0594,3.2887,43.467,2.506467893976951,10.176568073250818,-9.687313876377884,3.1843680368189236
0.699875,2.002,-9.0772,3.2936,44.637,3.056515807233518,10.610104940452148,-9.903035829688887,7.075768002403201
0.699875,2.002,-18.966,3.2789,23.673,1.3265168163727503,8.158208322534337,-22.361749989362433,-0.4574033422383945
0.699875,2.002,-18.607,3.2831,24.37,1.439136510345852,8.965264324140735,-22.33014960641507,2.3481511374434922
0.699866667,2.002,-8.2936,3.2917,44.204,2.2211042327282486,9.857298659249208,-10.180250444847625,5.057781524681486
0.699866667,2.002,-18.773,3.2811,23.998,1.3550157465029042,8.814196214945987,-22.31995205973275,1.1048787608521524
0.699866667,2.003,-18.124,3.2847,24.712,1.6607392263005023,8.4157232874725,-22.143075980527794,2.629931134792278
0.699833333,30.003,10.987,3.3193,60.412,8.71324097358156,-9.152381408161018,12.212436779127456,11.78546565124765
0.699833333,30.004,11.934,3.3197,60.125,8.60455276093213,-8.743674685109873,12.488065694549586,11.646546242157928
0.650166667,10.002,11.257,3.2948,64.688,7.380012175841257,0.6981169639714062,12.512326941696228,7.66201957896119
0.650133333,2.003,10.619,3.2922,72.894,5.505349087098148,12.116071871409659,13.982303198941517,6.8029064520506655
0.650133333,2.002,0.85482,3.2867,64.155,2.656616147852037,11.68108743836172,4.380575941356365,3.25075449891272
0.650133333,2.001,25.546,3.297,80.166,4.851734916251153,9.722508401160594,21.547320751609515,7.367650690206792
0.650133333,2.002,40.045,3.3016,83.611,4.45927630267106,8.150320457380731,26.188829703386872,7.610943115514237
0.650083333,30.003,-9.1056,3.2865,25.645,2.8844248489744495,-9.090802925089374,-9.94751047638245,2.7773305729823186
0.650083333,30.004,-9.1889,3.2892,25.635,2.8611547506961506,-9.361369831440971,-9.939139461135492,3.3907647798303513
0.650083333,30.003,-9.3051,3.292,25.355,3.1835162619582844,-9.790375108988956,-10.044954601083882,5.929304450415075
0.650083333,30.004,-8.481,3.2931,25.289,3.0556279394763988,-9.638220126484521,-10.204147821748629,5.800083187394775
0.650083333,30.002,-18.008,3.2787,13.28,1.8603632036305497,-7.11024715510197,-18.43816209424287,-0.36322156896349045
0.650083333,10.002,39.979,3.3042,80.582,5.369408809829038,0.6401744329719804,28.86896716987947,8.867385989031755
0.650083333,30.002,40.351,3.3045,77.238,7.050094087280449,-7.507002201348078,29.082912766714582,10.564008112010779
0.650083333,30.004,-8.5054,3.291,25.469,2.829953503384022,-9.135508030098864,-10.15923712101765,4.913910531071014
0.650083333,30.004,-19.069,3.2819,14.265,2.212570853027282,-7.445997223053127,-18.430498759709298,1.1855644395155833
0.650083333,10.004,-18.591,3.2788,17.897,2.038254364327295,-1.3397637599986048,-20.185641347006893,-0.07999147500027902
0.650083333,30.003,-18.184,3.2846,14.702,2.6818105240527075,-7.362776669356972,-18.416775891548024,2.4512882752763105
0.650083333,30.003,25.851,3.3022,71.375,7.893801745604724,-8.628953183849807,23.13012324036099,10.247390536967432
0.65,10.002,-18.874,3.2865,19.453,2.623824194142362,0.021354881720617412,-19.982562258895488,2.7441793122177476
0.65,30.002,2.2326,3.305,38.414,4.8641926591843365,-9.804882085574791,0.46099889336153865,9.69066871826304
0.65,10.003,-8.9972,3.2811,29.076,2.5294585351308343,-1.7136533516598866,-10.23830406462308,0.38825996927334927
0.65,10.003,-9.2043,3.2849,31.273,3.037597543107113,-1.8685308338375761,-10.240158924167044,2.3351013641885947
0.65,10.002,-9.3359,3.2894,32.234,3.0705239046236965,0.2588380293501541,-10.255340382014401,4.877109307864448
0.65,10.003,-9.1689,3.291,32.777,3.56842038468807,-2.0504845993733034,-10.257801044150256,4.906436008395394
0.65,29.231,1.4513,3.2958,40.796,4.476719177761115,-8.397532840240746,0.9943271462398116,5.705118489079178
0.65,10.002,-18.241,3.2753,17.131,2.192685586997541,-0.5441417962964624,-20.142569528026506,-1.383802750032628
0.65,30.003,1.918,3.2972,39.39,4.700391929857433,-10.280797751338687,0.5513822679186705,8.234393660591449
0.65,10.003,-18.486,3.2698,16.011,2.12479810736957,-0.7509029041649774,-20.060527439605504,-1.6505943332531023
0.65,10.003,-18.107,3.2811,18.459,2.0098867061256898,-1.333378113778308,-19.987410485055296,0.06530884486041032
0.65,10.002,-18.33,3.284,18.895,2.3502222500380596,-0.5768582924362272,-19.99466806315351,1.0396789508021902
0.65,10.003,25.371,3.3006,75.09,6.906501662519295,-1.3196174522978255,22.650341536863706,8.434599706642329
0.65,10.003,-18.277,3.2853,19.215,2.5438087291351987,-1.461750859809108,-20.001617067661137,2.0629569552268365
0.649916667,30.003,11.382,3.3019,57.243,7.8575923927640545,-9.519076964471024,11.635370466667228,10.171569736941018
0.649916667,28.904,11.112,3.3006,59.288,7.74683742375113,-6.312778486176394,12.256411149925553,8.504592004412553
0.649916667,10.002,1.2205,3.2902,46.219,3.566660369518213,0.105349962702021,1.5131049058283679,4.435169882829069
0.649916667,10.002,0.87608,3.2929,48.474,4.878202748778276,0.47008454851806164,2.574126050171908,7.90715382462251
0.649916667,30.002,11.666,3.3088,56.086,7.763535772727336,-9.127652783514932,12.328768867750187,10.670258616061183
0.649891667,2.002,-9.1567,3.2766,40.487,1.7725068888568785,10.335450662097427,-10.110756931479555,0.171553332839394
0.649891667,2.003,-19.032,3.2709,22.234,1.4077635533094872,8.123981848163531,-22.34018667926459,-1.9467447854240891
0.649883333,2.002,-8.4226,3.2819,41.911,1.9189725517050829,11.270773602747358,-10.172123906651978,2.7647548738867043
0.649883333,2.002,-19.047,3.2641,21.105,1.3532194773422088,8.11649157255888,-22.10897600648372,-3.399347219703486
0.64985,2.002,-19.172,3.2787,24.011,1.004485582819907,8.251082113971934,-22.37118928334676,-0.5034108623105567
0.64985,2.002,-18.892,3.2758,23.316,1.4379900029290003,7.999293756578117,-22.53759762677364,-1.0904013211268466
0.64985,2.003,-19.127,3.2736,22.945,1.5321854481112678,8.263101885095239,-22.385652044001034,-1.517052434718935
0.64985,2.002,-8.8562,3.2844,42.412,2.1012434941285756,10.70428271346027,-10.084619987111074,3.1499911943089685
0.649841667,2.002,-19.115,3.2775,23.782,1.0120424595091027,8.269069825420155,-22.486514879642055,-0.41362985562416726
0.649841667,2.003,-8.371,3.286,43.394,2.154638663787628,10.591066391402855,-9.871647146737669,3.2969946424802767
0.649841667,2.002,-8.6855,3.2875,43.875,2.136397228924325,10.600651452960447,-9.93669699390186,3.218597620506771
0.600416667,30.003,-8.1077,3.2869,23.444,2.459321688003838,-9.402319385232405,-10.053218461363576,2.724950646038633
0.60025,30.002,-8.5738,3.285,23.809,2.6443450580153147,-9.030932930265553,-9.995407393448986,2.591268225349486
0.600166667,30.003,-18.495,3.2737,11.949,2.094212302583037,-7.40225727584213,-18.2193537172582,-1.4841446264181286
0.600166667,10.002,11.0,3.2936,63.673,6.940969140110537,0.5035786000336521,12.699730791931506,7.870017959286924
0.600158333,2.004,10.37,3.2878,72.349,5.104548211207148,12.223740912806242,14.333071245381143,3.5303602739714552
0.60015,2.003,40.817,3.2989,83.27,4.664783295002417,8.166820876090787,25.67826877274085,7.726865943579469
0.60015,2.002,1.0556,3.2864,63.734,3.3982328568049707,12.760872489511966,3.3654070476000197,4.130763992479769
0.60015,2.003,0.53287,3.2824,62.956,3.2075074354046955,13.281481026508846,4.09631098842714,3.7895373363851106
0.600141667,2.005,26.703,3.294,79.851,4.6714460660074835,8.060132871745154,24.34069314167602,7.212127147682477
0.600083333,30.003,26.169,3.2996,69.455,7.46861798318103,-8.811025354594458,23.50348424994154,9.978120712972013
0.600083333,30.005,-8.148,3.2833,22.204,2.2197133261384443,-9.773971856702119,-10.243609339324758,1.4950643294188195
0.600083333,10.003,10.632,3.2912,60.448,6.486249849298037,-1.8700182714755647,12.7421587879234,4.547187251014402
0.600083333,30.003,-7.9286,3.2942,24.525,3.2152730615762994,-9.9962935644947,-10.259066692418418,6.648759419594426
0.600083333,30.004,40.913,3.3028,76.077,6.8193055084819205,-7.859584495972376,28.739701600852424,10.754363414325052
0.600083333,10.002,-9.1955,3.2808,29.556,2.6222259836143347,-1.0399841521074995,-10.180472099697218,0.5302942090050783
0.600083333,10.002,25.167,3.2968,74.063,7.005659963600338,0.6867363904160447,21.660366420854118,8.088412426607682
0.600083333,10.002,40.226,3.3012,79.906,5.215265959241078,0.35967285256134346,28.613930790987798,8.718099153428339
0.600083333,30.003,-18.933,3.2838,14.308,2.310750508698402,-8.031599838519469,-18.28257589406334,1.3131456012139098
0.600083333,30.002,-18.784,3.2821,14.048,2.3558485506183935,-7.916534765781835,-18.36838235055562,1.221725442246534
0.600083333,30.003,-17.863,3.2801,13.622,1.7771890563413035,-7.952634196141735,-17.965283501530067,0.2662313773902133
0.600083333,30.003,-19.03,3.2771,13.149,1.8712103267654312,-7.39680702239275,-18.27321247015614,-0.07018491638358683
0.6,10.001,-17.857,3.2836,18.695,1.6370199281547684,-0.733317155749537,-19.387685151742772,1.2136111443152187
0.6,10.004,-18.362,3.2789,17.92,1.3368356538552326,-1.6278140670154244,-19.25784604814369,-0.018317723005311565
0.6,10.002,-8.7053,3.2867,31.383,2.4591111998038833,-0.7497145929280669,-9.400721827056259,3.1396249980595896
0.6,10.002,-18.431,3.2804,18.239,1.371163400983205,-0.7538408798119053,-19.22790881135501,0.21492139824084006
0.6,10.003,-8.8597,3.2883,31.714,2.5122118723148015,-2.1271294674882664,-9.418172679874115,2.633004032111494
0.6,10.003,-19.178,3.2647,15.035,1.5024792626081034,-0.7791342658735811,-19.288774703293164,-2.4012095294904428
0.6,10.001,-18.478,3.277,17.516,1.4308468244352843,-0.534676619777456,-19.773778401380405,-0.7567831930716057
0.6,10.003,-19.051,3.271,16.14,1.4346496471657884,-0.8663082093885168,-19.29470619577827,-1.6108618102886247
0.6,30.002,1.641,3.3027,35.884,2.2968944104760887,-10.302856639758684,-0.18931648483499885,9.290880140119699
0.6,10.002,-8.4886,3.2768,26.892,1.895134285321692,-1.191328694834374,-9.578225756143219,-0.27411097429925574
0.6,30.002,0.89592,3.3019,36.05,2.461121359928511,-9.824718871205114,1.026793085988611,9.292989244188648
0.6,30.002,1.6458,3.3008,35.643,2.37078370093368,-10.3078314059088,-0.18085266632959246,9.213501803537365
0.6,30.003,25.39,3.3007,70.211,7.54399558289675,-8.651997778834776,23.327766997409054,10.238912732865428
0.6,30.002,0.6731,3.2928,36.4,2.0485759650031103,-10.8437447873177,1.25523465805687,5.77712781628361
0.6,30.003,1.4025,3.2921,34.871,2.065976915550418,-11.064461864500773,0.6962244797660969,5.939124407998752
0.6,10.002,-8.4394,3.285,30.793,2.4092775400506796,-0.8145614437526092,-9.647892948240042,3.078273967814166
0.599916667,10.003,1.6636,3.2936,46.913,2.2884380243206395,-3.4736904213251547,0.3342697232612409,5.936769240283175
0.599916667,10.002,1.6366,3.2889,46.182,1.8969100055797026,-1.471169864591211,1.1159739303565583,3.1873884650215043
0.599916667,10.001,-18.229,3.2827,18.499,2.091047537607374,-0.5651686447067186,-19.655615185038187,1.3676769896910992
0.599916667,10.003,-18.057,3.2745,16.932,1.4752898879244458,-0.8435332005098463,-19.29901139186695,-1.2516353619203437
0.599866667,2.003,-18.903,3.2589,19.956,1.1497972123755609,8.379510175930337,-21.682951491250716,-3.835706453168532
0.599858333,2.002,-8.9633,3.2723,39.346,1.6838997774326707,10.40551561722299,-9.971279092968906,-1.5777167054393795
0.599858333,2.003,-8.9012,3.2775,40.86,1.9463294838147704,10.862148645848501,-9.89256867803866,0.689007278351346
0.599858333,2.002,-18.094,3.2664,21.166,1.0638909511535894,8.379247867320665,-21.737213266796026,-2.8478290806652513
0.599833333,10.003,0.88675,3.2861,42.619,1.8163605184853078,-2.634267490943894,1.5353366644936615,2.4026078646292444
0.599833333,10.001,1.1559,3.2949,47.438,2.3957030361006035,0.23648902773391456,0.3430296458594967,7.957196501985891
0.599833333,30.001,11.2,3.2973,53.246,4.330572339436039,-10.220749093052,10.199845997240628,8.441203661019681
0.599825,2.002,-18.366,3.2692,21.942,0.9771688533236739,8.273518364150076,-21.892740593910275,-2.516677766185021
0.599816667,2.002,-18.08,3.2713,22.518,1.0312914787919727,8.308509364738129,-21.86869801646011,-2.176851561818039
0.599816667,2.003,-9.0825,3.2813,42.303,2.0907847292127553,11.493966490461025,-9.885650004884228,2.267801284400048
0.599816667,2.002,-8.6076,3.2798,41.75,2.0559291056671647,11.571044780365192,-9.979910421418026,2.2646018134010957
0.599816667,2.003,-18.219,3.2731,22.89,1.1106663505884353,8.469758372181095,-21.853224837193267,-1.909935168324737
0.599816667,2.003,-18.201,3.2745,23.193,1.0848550060915294,8.478283287943341,-21.90694555819966,-1.640782788785873
0.599816667,2.003,-18.916,3.2759,23.414,1.0655966514593456,8.209715731712059,-21.898638402544893,-1.348101575457258
0.550416667,30.002,-8.4656,3.2808,18.911,1.234710064617684,-9.560486426670105,-9.331456575188787,0.419985266989097
0.550175,2.001,10.192,3.2853,71.837,3.0897008709120564,14.586251683942974,11.489833081976975,3.8447524490847718
0.550166667,30.003,-18.234,3.2792,13.333,0.8463232996396255,-8.00861904325895,-17.593553697336464,0.405497940578498
0.550166667,30.002,-18.107,3.2812,13.586,0.8404230374109466,-8.019495623549446,-17.68195718582254,0.2076277154730633
0.550166667,30.002,-18.003,3.2769,12.911,0.7669596400309819,-7.418740282803774,-17.72613282458391,-0.19574228116776793
0.550166667,2.002,41.071,3.2971,82.993,3.7280907291691983,8.696427629275712,26.539140501541553,7.235540995146148
0.550166667,2.002,26.407,3.292,79.645,4.288475969547871,10.472277747814077,22.168659767224455,6.426874700097833
0.550133333,2.003,0.68637,3.2794,61.43,2.0049420461733827,13.917508692615666,4.328297536724713,2.439486564520048
0.550125,2.004,0.5136,3.2836,62.769,2.3452099750610067,13.060862241936848,3.637674847303424,4.292037108979421
0.550083333,30.003,-17.886,3.2734,12.243,1.0030745411326643,-7.3110641493555155,-17.598396104759303,-1.5346010876540095
0.550083333,30.002,40.999,3.3018,75.112,5.644697871922399,-7.761701781291049,30.359089188702637,10.151225966868223
0.550083333,30.002,25.403,3.2997,69.136,7.2250194318802095,-8.773630430756603,23.999008073059375,9.588545023555634
0.550083333,30.003,25.069,3.2988,67.902,7.703503309974913,-8.629411908816547,22.663703138872517,9.77924512348487
0.550083333,30.002,-18.258,3.2693,10.959,0.9697530334850307,-7.27598198466003,-17.79906849253952,-2.052790768733248
