SOC_level,SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,test,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,SHAP_test,fold
SOC_100,0.9998703309423077,12.412769230769227,16.405054807692306,4.183234615384615,0.05811113500000001,1.3653846153846154,78.4218076923077,12.298933283369381,2.027589761310586,21.591284343784096,10.373114967400891,4.664432176609922,1.9650412620805187,1.0
SOC_95,0.9499446949692308,12.587153846153846,14.032538153846154,4.065567692307692,0.5551498202923076,1.2923076923076924,78.20555384615383,15.886524250014721,1.8647969250747836,18.120527205730923,11.345065062331805,6.543999512470954,1.5350277935957104,1.0
SOC_90,0.8999719605471698,13.700603773584906,14.541602830188683,4.035858490566038,0.6562717559433963,1.3773584905660377,82.12824528301887,17.03885668081477,1.5929278465645564,17.84150555720168,9.772543511209435,6.3511183858381095,1.7271079058509609,1.0
SOC_80,0.7999843543617022,13.662148936170212,14.64336936170213,3.9391723404255305,0.8270484017234043,1.425531914893617,79.39665957446809,14.211815606422297,1.6401292204829752,18.435316400353877,7.500476728234587,6.211830227456807,1.7490582210419483,1.0
SOC_70,0.7000093433571429,13.145595238095238,14.895851904761903,3.8428714285714287,0.918231171952381,1.4761904761904763,76.39999999999999,11.039147216905839,1.9484945345247076,20.270547956185805,5.790193511201859,4.931729131571531,1.9698034750125815,1.0
SOC_60,0.5999978439074075,16.891462962962958,14.955913148148149,3.7585888888888883,0.7447052935,1.3703703703703705,64.07366666666665,6.824348306413072,2.0560568400738544,21.663369562680302,3.522209435645405,4.282038385220539,1.8744944845969982,1.0
SOC_50,0.4999938739400001,16.96238,14.404563000000001,3.667332,0.80619559878,1.4,59.142119999999984,3.5100822997923706,1.927314227318892,20.827189020495045,2.357623739165545,4.107650245794665,2.154114930110728,1.0
SOC_40,0.3999738181698113,17.172792452830187,13.71604358490566,3.5884735849056604,0.7564739943773586,1.3773584905660377,51.13769999999999,5.186388214003571,2.1451785639961765,18.807154627214565,2.952253285945868,3.6764094834700933,2.635810365417757,1.0
SOC_30,0.29984356134482754,17.450862068965513,13.524477068965519,3.515203448275862,0.6969186600000001,1.3448275862068966,39.24763793103448,10.65993423361817,2.000454753904136,17.605516940930602,7.180291367391543,3.5126080720197685,2.87935863827008,1.0
SOC_20,0.1999914376551724,16.14018965517241,12.719153275862068,3.4234948275862065,0.7184800717068964,1.3448275862068966,26.92876724137931,19.14532875072626,2.189434531228346,13.923973077245462,13.677356575443426,3.1408176354604374,2.872288157477079,1.0
SOC_15,0.14999969261538462,16.498169230769232,12.692021846153848,3.376298461538462,0.6131316522307693,1.2923076923076924,18.578351846153847,26.14675717802301,2.1626156943074895,11.228196528662766,16.591184097320827,2.1043150341140837,2.579641134508375,1.0
SOC_10,0.10002153183720928,14.875093023255811,14.725344418604653,3.267774418604651,0.5841566366976744,1.4186046511627908,14.498703023255812,33.97567233197313,1.9210481756761788,11.414279960226734,18.616292580185117,2.0211732988665423,2.6589127347225374,1.0
SOC_5,0.04998857561111111,11.551333333333336,20.688188888888888,3.116422222222222,0.1962121208888889,1.5,11.605945,36.62424836777578,2.135618141487486,14.39360182541251,20.950762711554304,2.4229584016202717,2.4394330253902203,1.0
SOC_2,0.01999759457142857,8.85957142857143,19.67797142857143,3.2671571428571426,0.0,2.0,15.552785714285715,32.87077459750896,1.1141312570677007,15.548132074752838,17.235021606803848,2.8404619865215914,3.6455782234641285,1.0
