SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,fold
0.800201356,10.002,41.193,3.9375,0.999855238,104.41,14.371963,0.08263076,15.448655,4.5082283,0.8575854,3
0.800201356,10.002,41.193,3.9375,0.999855238,104.41,15.059164,-0.17328231,16.55883,3.804134,2.2536125,5
0.800201356,10.002,41.193,3.9375,0.999855238,104.41,13.159251,0.404887,15.232923,5.0104384,1.1799066,2
0.800201356,10.002,41.193,3.9375,0.999855238,104.41,15.112278,0.31286722,13.942032,5.2345796,2.4843502,4
0.800146176,2.003,26.082,3.9237,0.9998555,103.14,13.963193,2.8040922,8.142916,3.8894985,2.3881083,1
0.800146176,2.003,26.082,3.9237,0.9998555,103.14,15.72888,1.1090897,11.63761,4.1705413,2.3408432,5
0.800146176,2.003,26.082,3.9237,0.9998555,103.14,14.96514,2.6335347,10.054768,4.3194942,1.0936477,3
0.800146176,2.003,26.082,3.9237,0.9998555,103.14,15.350476,2.5654485,10.218995,5.1397967,2.622456,4
0.800146176,2.003,26.082,3.9237,0.9998555,103.14,13.813562,1.3373306,11.147464,5.013776,1.5018631,2
0.800111392,10.002,1.2699,3.9424,1.000116667,97.418,18.47564,0.2588618,1.2333591,6.421953,2.9794014,4
0.800111392,10.002,1.2699,3.9424,1.000116667,97.418,16.245546,-0.02655299,0.30744392,5.274645,2.0303733,1
0.800111392,10.002,1.2699,3.9424,1.000116667,97.418,17.342976,-0.11747713,2.7261841,4.881455,1.3314373,3
0.800111392,10.002,1.2699,3.9424,1.000116667,97.418,18.145248,-0.27042004,2.2906086,4.091326,3.216626,5
0.800111392,10.002,1.2699,3.9424,1.000116667,97.418,15.414926,0.12761717,1.9550155,5.3586173,3.6382718,2
0.800000026,30.002,27.702,3.9913,0.0,98.723,14.4604645,-0.5046149,10.880158,7.008649,-2.0792458,3
0.800000026,30.002,27.702,3.9913,0.0,98.723,12.926972,-1.4007643,12.596124,6.748982,-2.4681022,2
0.800000026,30.002,27.702,3.9913,0.0,98.723,15.216738,-0.41542166,14.143466,4.0780077,-2.90247,5
0.800000026,30.002,27.702,3.9913,0.0,98.723,13.785474,-0.31993905,10.022321,5.2604814,-2.47594,1
0.800000026,30.002,27.702,3.9913,0.0,98.723,15.273748,-1.1769485,11.212875,6.3357887,-2.6444662,4
0.799996242,10.002,27.493,3.9268,1.000104762,100.41,14.927389,0.24027458,9.388737,5.4064794,1.8277653,4
0.799996242,10.002,27.493,3.9268,1.000104762,100.41,13.589528,-0.06767922,11.049019,4.32552,1.2400814,3
0.799996242,10.002,27.493,3.9268,1.000104762,100.41,12.841144,0.39754462,11.040349,4.694097,1.1599991,2
0.799996242,10.002,27.493,3.9268,1.000104762,100.41,14.765043,-0.22700293,12.942336,3.770271,1.8612747,5
0.799996242,10.002,27.493,3.9268,1.000104762,100.41,13.885904,-0.39599654,8.81758,4.194292,1.0624098,1
0.799996162,10.003,12.84,3.9106,0.0,91.681,15.330818,-0.44880897,2.8500872,5.52976,-2.7783647,1
0.799996162,10.003,12.84,3.9106,0.0,91.681,13.578987,-1.2422962,3.940996,7.0392294,-3.2596297,2
0.799996162,10.003,12.84,3.9106,0.0,91.681,17.024885,-0.060387537,4.2429967,4.1407413,-3.5607862,5
0.799996162,10.003,12.84,3.9106,0.0,91.681,17.894922,-1.2293159,3.5467393,6.6123505,-3.3031206,4
0.799996162,10.003,12.84,3.9106,0.0,91.681,16.457724,-0.83726037,4.7581563,5.3542542,-3.3156023,3
0.799995953,10.003,2.87,3.9015,0.0,83.525,17.21905,-0.02616482,-0.50656044,3.8921466,-3.749022,5
0.799995953,10.003,2.87,3.9015,0.0,83.525,13.969755,-1.1585363,-2.4214416,7.278498,-3.7435546,2
0.799995953,10.003,2.87,3.9015,0.0,83.525,15.966874,-0.46868604,-2.9908862,6.587834,-3.2995253,1
0.799995953,10.003,2.87,3.9015,0.0,83.525,17.6221,-1.2182835,-2.6366982,6.1022124,-3.8314376,4
0.799995953,10.003,2.87,3.9015,0.0,83.525,17.015703,-1.1262692,-3.1461332,5.124796,-3.56384,3
0.799995742,10.003,-7.1778,3.87,0.0,66.967,13.5550995,-1.1725816,-18.083458,6.5259523,-3.145588,4
0.799995742,10.003,-7.1778,3.87,0.0,66.967,11.786152,-0.4929775,-29.187908,4.841563,-2.7626998,3
0.799995742,10.003,-7.1778,3.87,0.0,66.967,10.689811,-0.96759063,-17.319727,6.6597166,-2.6223898,2
0.799995742,10.003,-7.1778,3.87,0.0,66.967,11.607714,-0.53541857,-20.799166,5.761965,-2.262727,1
0.799995742,10.003,-7.1778,3.87,0.0,66.967,12.716441,-0.19432375,-21.199982,4.9549575,-3.2290452,5
0.799995414,10.002,-17.113,3.8412,0.0,37.952,8.959246,-0.19903535,-44.104965,4.85836,-3.096781,1
0.799995414,10.002,-17.113,3.8412,0.0,37.952,11.705184,-0.21307403,-41.83446,3.96763,-3.3018456,5
0.799995414,10.002,-17.113,3.8412,0.0,37.952,11.071173,-0.31325644,-43.974693,4.141405,-2.772474,3
0.799995414,10.002,-17.113,3.8412,0.0,37.952,11.062063,0.061228935,-40.114014,4.3645787,-3.6146033,4
0.799995414,10.002,-17.113,3.8412,0.0,37.952,9.33948,0.17069004,-43.415653,4.6433024,-2.9035788,2
0.799993061,10.004,0.79966,4.0222,0.0,97.76,13.540999,-0.78263795,10.294462,7.3578005,-2.607312,2
0.799993061,10.004,0.79966,4.0222,0.0,97.76,17.110437,-0.112120174,11.583688,5.615722,-3.1599665,5
0.799993061,10.004,0.79966,4.0222,0.0,97.76,14.062902,-0.4520072,8.45674,6.569288,-2.1801686,1
0.799993061,10.004,0.79966,4.0222,0.0,97.76,15.692424,-0.095349096,7.82364,7.212944,-2.367632,3
0.799993061,10.004,0.79966,4.0222,0.0,97.76,16.823324,-1.040496,6.137671,6.6321235,-3.4350922,4
0.701367979,10.002,3.6772,3.6267,8.998380952,95.328,14.297307,0.5176044,3.1981287,1.2976912,5.365303,2
0.701367979,10.002,3.6772,3.6267,8.998380952,95.328,16.71408,-0.0220167,2.3425305,1.4728837,3.8802254,3
0.701367979,10.002,3.6772,3.6267,8.998380952,95.328,15.616794,0.31411657,3.0418246,2.3562596,6.213528,4
0.701367979,10.002,3.6772,3.6267,8.998380952,95.328,14.978696,-0.067681074,1.7449857,2.2996106,5.588436,1
0.701367979,10.002,3.6772,3.6267,8.998380952,95.328,16.762894,-0.1335517,3.1553504,2.1961255,5.419776,5
0.701343607,10.004,4.4233,3.5658,11.99985714,95.322,16.956406,-0.44253698,3.358327,0.50548905,4.2478085,3
0.701343607,10.004,4.4233,3.5658,11.99985714,95.322,14.577192,-0.26687184,3.4858983,-0.62752134,6.233025,1
0.701343607,10.004,4.4233,3.5658,11.99985714,95.322,16.530018,-0.21795517,4.2089033,-0.4899127,6.6607513,5
0.701343607,10.004,4.4233,3.5658,11.99985714,95.322,14.2595415,-1.0245342,3.5941167,0.6286078,6.4244995,2
0.701343607,10.004,4.4233,3.5658,11.99985714,95.322,15.488674,-1.5392963,3.880471,-1.4122393,7.2961335,4
0.700758836,10.002,3.2448,3.6921,6.000766667,95.229,14.246901,0.47302353,2.319795,2.8711767,5.3383627,2
0.700758836,10.002,3.2448,3.6921,6.000766667,95.229,14.734628,-0.027932085,1.589179,2.9947298,4.4565954,1
0.700758836,10.002,3.2448,3.6921,6.000766667,95.229,16.815617,-0.13035348,2.2665162,3.1512446,5.119553,5
0.700758836,10.002,3.2448,3.6921,6.000766667,95.229,16.48831,-0.039114192,1.3617591,3.4746764,3.9668896,3
0.700758836,10.002,3.2448,3.6921,6.000766667,95.229,16.064394,0.34653413,1.0137566,3.7109272,5.628201,4
0.700494281,10.003,1.5094,3.7722,3.000052381,95.231,17.299374,0.24618469,2.0670247,3.2674246,4.620131,5
0.700494281,10.003,1.5094,3.7722,3.000052381,95.231,14.2902975,-0.6402286,1.0569835,4.3463774,4.1109657,1
0.700494281,10.003,1.5094,3.7722,3.000052381,95.231,16.04728,-0.62184274,2.9369001,4.1001377,3.1451898,3
0.700494281,10.003,1.5094,3.7722,3.000052381,95.231,16.487356,-1.2471653,1.3496687,4.676952,5.0670934,4
0.700494281,10.003,1.5094,3.7722,3.000052381,95.231,13.716752,-0.51403904,2.6294372,4.923798,4.433355,2
0.700184704,10.003,26.68,3.8541,1.000142857,98.471,13.562701,-1.335391,10.4188595,4.2326856,2.7878215,4
0.700184704,10.003,26.68,3.8541,1.000142857,98.471,13.512305,-0.7575314,10.40963,3.7490957,1.9273534,3
0.700184704,10.003,26.68,3.8541,1.000142857,98.471,12.25258,-0.8049244,8.724948,3.806166,2.270567,1
0.700184704,10.003,26.68,3.8541,1.000142857,98.471,13.661899,-0.12505543,12.309614,3.1533604,3.0627272,5
0.700184704,10.003,26.68,3.8541,1.000142857,98.471,12.014129,-1.5160499,10.345147,4.445057,2.8684287,2
0.700150022,2.003,26.705,3.8542,0.999873333,101.41,11.797796,1.3498497,11.370974,4.8606486,1.3059795,2
0.700150022,2.003,26.705,3.8542,0.999873333,101.41,12.836069,2.6363769,10.928701,3.6266737,1.2640759,3
0.700150022,2.003,26.705,3.8542,0.999873333,101.41,13.406601,1.0737811,12.870355,3.7524166,1.7274656,5
0.700150022,2.003,26.705,3.8542,0.999873333,101.41,12.0542965,2.8938267,9.517293,3.7051685,2.307212,1
0.700150022,2.003,26.705,3.8542,0.999873333,101.41,13.182558,2.9198365,11.229406,4.1445737,1.9459676,4
0.700133001,10.002,41.636,3.8621,1.000111,102.29,13.052229,-0.3106783,15.960763,3.6952977,2.0050325,5
0.700133001,10.002,41.636,3.8621,1.000111,102.29,11.304045,0.43229237,15.120952,4.634852,1.5335321,2
0.700133001,10.002,41.636,3.8621,1.000111,102.29,13.332771,0.23776305,13.577335,4.3073535,2.383842,4
0.700133001,10.002,41.636,3.8621,1.000111,102.29,12.475208,-0.029685834,15.6668625,3.886018,1.1298364,3
0.700133001,10.002,41.636,3.8621,1.000111,102.29,11.818501,-0.27392226,13.222708,4.083635,0.83557314,1
0.700121835,10.002,0.66091,3.8446,1.000099524,95.418,13.698862,-0.23170255,5.507741,4.9916825,0.8244948,3
0.700121835,10.002,0.66091,3.8446,1.000099524,95.418,16.002594,0.34677556,3.1212022,6.0755377,2.0648508,4
0.700121835,10.002,0.66091,3.8446,1.000099524,95.418,13.050314,0.28574723,6.6266904,5.3931475,1.3555263,2
0.700121835,10.002,0.66091,3.8446,1.000099524,95.418,15.787529,-0.32052985,8.614588,4.164787,1.8316952,5
0.700121835,10.002,0.66091,3.8446,1.000099524,95.418,13.379618,0.011003513,4.597798,5.1119657,1.2556347,1
0.69999618,30.003,27.618,3.9069,0.0,96.594,13.598263,-1.182234,11.469839,6.2531104,-2.7677777,4
0.69999618,30.003,27.618,3.9069,0.0,96.594,12.7543335,-0.13831504,13.253926,3.717287,-2.963912,5
0.69999618,30.003,27.618,3.9069,0.0,96.594,12.127763,-0.41017926,11.069756,5.1450224,-2.6979375,3
0.69999618,30.003,27.618,3.9069,0.0,96.594,11.436275,-1.4017212,11.651496,6.7918572,-2.4127448,2
0.69999618,30.003,27.618,3.9069,0.0,96.594,11.256545,-0.3053194,10.161635,5.211134,-2.618274,1
0.699996162,10.003,12.722,3.8326,0.0,89.493,14.575175,-0.65340084,2.5838263,5.117393,-3.3301945,3
0.699996162,10.003,12.722,3.8326,0.0,89.493,15.24424,0.047188327,4.3128934,4.0118246,-3.562815,5
0.699996162,10.003,12.722,3.8326,0.0,89.493,13.862261,-1.1926491,2.260193,5.8024254,-3.5609004,2
0.699996162,10.003,12.722,3.8326,0.0,89.493,16.201303,-1.3723099,3.5293913,5.205241,-3.5805123,4
0.699996162,10.003,12.722,3.8326,0.0,89.493,12.789022,-0.44880897,2.474496,5.091983,-3.275413,1
0.699995953,10.002,2.8241,3.8139,0.0,81.501,15.782025,0.30509266,-2.9580925,5.520552,-4.1215286,4
0.699995953,10.002,2.8241,3.8139,0.0,81.501,14.972807,0.0006356118,-3.4401522,5.6818423,-3.4559188,3
0.699995953,10.002,2.8241,3.8139,0.0,81.501,15.037203,-0.26073664,-1.7461113,4.041938,-3.8975947,5
0.699995953,10.002,2.8241,3.8139,0.0,81.501,12.655031,0.038087457,-4.309577,5.8579817,-3.7903948,1
0.699995953,10.002,2.8241,3.8139,0.0,81.501,12.430393,0.4043664,-2.977871,5.981667,-3.9887903,2
0.699995414,10.002,-17.098,3.7543,0.0,34.323,7.1286607,-0.18309015,-44.09987,3.5149453,-3.2191446,1
0.699995414,10.002,-17.098,3.7543,0.0,34.323,9.8767605,-0.3264725,-43.57773,3.0141225,-3.0852501,3
0.699995414,10.002,-17.098,3.7543,0.0,34.323,10.986206,0.08356655,-39.795395,3.7569103,-3.5931263,4
0.699995414,10.002,-17.098,3.7543,0.0,34.323,9.747644,-0.252371,-41.14672,2.7125964,-3.5548484,5
0.699995414,10.002,-17.098,3.7543,0.0,34.323,7.578685,0.17707147,-43.1811,2.6275425,-3.451804,2
0.699993072,10.002,0.94299,3.9166,0.0,95.805,16.5486,0.38574767,6.172873,7.8180285,-3.4247992,4
0.699993072,10.002,0.94299,3.9166,0.0,95.805,12.281086,0.17288446,9.191193,6.4098225,-2.6932108,1
0.699993072,10.002,0.94299,3.9166,0.0,95.805,14.5299835,-0.28670824,13.59097,4.775926,-3.3216755,5
0.699993072,10.002,0.94299,3.9166,0.0,95.805,11.841829,0.42068473,12.032355,7.740125,-2.5557241,2
0.699993072,10.002,0.94299,3.9166,0.0,95.805,13.532848,-0.07747808,7.731523,5.9088426,-2.7661884,3
0.699991373,10.003,-7.1122,3.7802,0.0,61.358,11.707296,-1.1677617,-18.499987,5.487663,-3.4580793,4
0.699991373,10.003,-7.1122,3.7802,0.0,61.358,7.254021,-0.8053481,-16.983501,4.25915,-2.798094,1
0.699991373,10.003,-7.1122,3.7802,0.0,61.358,9.0866375,-1.0086933,-20.195965,5.412603,-2.9746401,2
0.699991373,10.003,-7.1122,3.7802,0.0,61.358,10.780738,-0.097248755,-21.095564,4.7231727,-3.2329514,5
0.699991373,10.003,-7.1122,3.7802,0.0,61.358,10.400257,-0.752199,-21.268433,5.46898,-2.712443,3
0.601343616,10.003,4.0702,3.5484,9.00032381,92.439,14.811645,-0.16285102,3.2550755,-0.44707647,6.7614465,5
0.601343616,10.003,4.0702,3.5484,9.00032381,92.439,15.037522,-1.5489254,3.6522963,-1.868703,7.4955773,4
0.601343616,10.003,4.0702,3.5484,9.00032381,92.439,13.0273695,-1.326182,3.4161587,0.0136228725,6.7084603,2
0.601343616,10.003,4.0702,3.5484,9.00032381,92.439,15.332215,-1.0352132,3.3060477,0.27420935,4.35775,3
0.601343616,10.003,4.0702,3.5484,9.00032381,92.439,12.742838,-0.6927768,2.3096166,-0.74259573,6.1139574,1
0.601343612,10.002,4.5069,3.4859,12.00195238,92.319,15.006373,0.4037769,4.298067,-3.0212924,7.4618917,4
0.601343612,10.002,4.5069,3.4859,12.00195238,92.319,15.289558,-0.005611582,2.9608722,-1.2369131,5.594468,3
0.601343612,10.002,4.5069,3.4859,12.00195238,92.319,14.569206,-0.31111956,4.325114,-1.0931995,7.419839,5
0.601343612,10.002,4.5069,3.4859,12.00195238,92.319,12.63455,-0.2068605,3.3505223,-2.6194108,6.31357,1
0.601343612,10.002,4.5069,3.4859,12.00195238,92.319,12.964656,0.54598904,3.4083462,-3.125298,7.520078,2
0.600786686,10.001,3.2405,3.6155,6.000909524,92.481,14.930411,-0.0610463,1.6826186,0.9845331,4.03114,3
0.600786686,10.001,3.2405,3.6155,6.000909524,92.481,15.358283,-0.12697197,0.55214214,0.11924175,7.3561597,4
0.600786686,10.001,3.2405,3.6155,6.000909524,92.481,12.823622,-0.070115775,1.2753495,0.99460715,5.4508224,1
0.600786686,10.001,3.2405,3.6155,6.000909524,92.481,12.75168,0.35872108,2.2749844,1.0026304,6.0134125,2
0.600786686,10.001,3.2405,3.6155,6.000909524,92.481,14.748028,0.51221836,2.165131,1.6564093,5.7606735,5
0.600508204,10.001,2.1653,3.7003,3.000035,92.676,14.533536,-0.23049812,1.842948,3.8839638,3.594499,3
0.600508204,10.001,2.1653,3.7003,3.000035,92.676,14.966343,0.30415693,3.0427353,2.999995,4.593436,5
0.600508204,10.001,2.1653,3.7003,3.000035,92.676,12.802384,-0.09437496,0.87325656,3.8348467,3.9616547,1
0.600508204,10.001,2.1653,3.7003,3.000035,92.676,12.115605,0.120167226,2.1933143,3.568887,5.021377,2
0.600508204,10.001,2.1653,3.7003,3.000035,92.676,15.90379,-0.15261835,1.6806031,4.442451,5.215373,4
0.600197559,10.002,41.67,3.7615,0.999881,99.492,10.218363,0.3870823,15.129995,4.1148963,1.3515925,2
0.600197559,10.002,41.67,3.7615,0.999881,99.492,11.050225,0.10800414,15.551044,3.6323907,0.960576,3
0.600197559,10.002,41.67,3.7615,0.999881,99.492,10.4090805,-0.1839726,13.289564,3.2138834,2.1545274,1
0.600197559,10.002,41.67,3.7615,0.999881,99.492,11.712389,-0.33254164,16.826563,3.143731,1.5747434,5
0.600197559,10.002,41.67,3.7615,0.999881,99.492,12.830402,0.23638788,14.446145,3.7697766,1.4313233,4
0.600194932,10.002,0.66591,3.7739,1.000101905,92.892,15.44649,0.3312224,2.72308,4.8727956,1.7784497,4
0.600194932,10.002,0.66591,3.7739,1.000101905,92.892,13.903882,-0.34966218,7.7156353,3.4724913,1.8841187,5
0.600194932,10.002,0.66591,3.7739,1.000101905,92.892,13.176926,-0.12859127,5.3542585,4.698679,0.6923262,3
0.600194932,10.002,0.66591,3.7739,1.000101905,92.892,12.125718,0.28574723,6.698015,5.0390806,1.7980437,2
0.600194932,10.002,0.66591,3.7739,1.000101905,92.892,11.494288,0.07241543,4.07613,4.318158,1.6033489,1
0.600115407,2.001,26.196,3.7553,1.000105714,98.914,10.856759,1.533595,10.831662,3.9680784,1.7102838,2
0.600115407,2.001,26.196,3.7553,1.000105714,98.914,13.420797,2.854377,10.174526,3.8094766,1.8062546,4
0.600115407,2.001,26.196,3.7553,1.000105714,98.914,10.721446,3.133767,8.189828,3.1055858,1.7694708,1
0.600115407,2.001,26.196,3.7553,1.000105714,98.914,12.293422,1.0151347,11.364406,3.1668057,2.106245,5
0.600115407,2.001,26.196,3.7553,1.000105714,98.914,11.233385,2.6333504,10.048524,3.547244,1.2584459,3
0.600000088,10.003,27.159,3.7709,0.95227381,95.775,11.903905,-0.22434546,13.665679,2.7214937,-0.28062162,5
0.600000088,10.003,27.159,3.7709,0.95227381,95.775,10.23179,-1.20288,9.2953615,3.1216185,2.1687021,1
0.600000088,10.003,27.159,3.7709,0.95227381,95.775,11.373063,-1.1637439,10.926704,3.558225,0.57899517,3
0.600000088,10.003,27.159,3.7709,0.95227381,95.775,10.77419,-1.4048485,10.155294,4.3219547,1.8861706,2
0.600000088,10.003,27.159,3.7709,0.95227381,95.775,12.860022,-1.5942956,10.974289,3.5901763,1.2440425,4
0.600000026,30.002,27.581,3.8096,0.0,93.574,12.073118,-0.15565708,13.868608,3.5766268,-3.0192468,5
0.600000026,30.002,27.581,3.8096,0.0,93.574,9.902328,-0.46932107,10.111583,4.9388347,-2.647822,1
0.600000026,30.002,27.581,3.8096,0.0,93.574,10.373548,-1.4155407,11.534863,5.304604,-2.6948612,2
0.600000026,30.002,27.581,3.8096,0.0,93.574,11.411596,-0.6865708,10.522269,5.1802435,-2.6813686,3
0.600000026,30.002,27.581,3.8096,0.0,93.574,9.7303,-1.4799058,10.523103,4.965833,-2.8927217,4
0.599995953,10.003,2.7072,3.7191,0.0,78.948,10.221953,-0.6676087,-3.8778872,4.203452,-4.1951513,1
0.599995953,10.003,2.7072,3.7191,0.0,78.948,12.785149,-1.3745947,-2.2693398,5.184605,-3.953214,4
0.599995953,10.003,2.7072,3.7191,0.0,78.948,11.144743,0.13527864,-0.910125,3.7729032,-4.2984223,5
0.599995953,10.003,2.7072,3.7191,0.0,78.948,11.015725,-1.177143,-3.0351255,4.943454,-4.4517565,3
0.599995953,10.003,2.7072,3.7191,0.0,78.948,11.076811,-1.0619928,-2.3984537,4.298117,-4.3293924,2
0.599995414,10.002,-17.223,3.6813,0.0,30.112,6.497735,-0.3316741,-40.989742,1.3672016,-4.412844,5
0.599995414,10.002,-17.223,3.6813,0.0,30.112,6.3118677,-0.18341145,-44.10474,2.4420002,-3.7398868,3
0.599995414,10.002,-17.223,3.6813,0.0,30.112,5.926751,-0.22973853,-42.681633,0.91100943,-4.203179,1
0.599995414,10.002,-17.223,3.6813,0.0,30.112,7.463309,0.2120856,-43.14672,1.0152888,-3.5432081,2
0.599995414,10.002,-17.223,3.6813,0.0,30.112,9.03825,0.114732906,-38.737846,4.2451544,-3.347598,4
0.599991373,10.002,-7.2421,3.6851,0.0,54.759,6.156735,-0.24629286,-32.267044,1.9558444,-4.253368,5
0.599991373,10.002,-7.2421,3.6851,0.0,54.759,8.494403,0.5511145,-29.478716,3.046235,-3.0232444,2
0.599991373,10.002,-7.2421,3.6851,0.0,54.759,9.417696,0.33667043,-25.471163,4.6790056,-3.1655717,4
0.599991373,10.002,-7.2421,3.6851,0.0,54.759,9.373157,-0.0037198775,-34.031704,4.0992584,-3.3408463,3
0.599991373,10.002,-7.2421,3.6851,0.0,54.759,7.3305707,-0.009454273,-26.868721,2.5441186,-3.6749246,1
0.59998612,10.002,1.2099,3.8332,0.0,93.252,11.870607,0.14955369,4.2010703,6.5973735,-3.4321976,1
0.59998612,10.002,1.2099,3.8332,0.0,93.252,14.006555,0.4780523,3.8336787,6.766084,-3.4671633,4
0.59998612,10.002,1.2099,3.8332,0.0,93.252,9.427965,-0.5077425,5.439404,4.757461,-4.106417,5
0.59998612,10.002,1.2099,3.8332,0.0,93.252,12.578191,0.2396267,5.581978,6.5826693,-2.7577388,2
0.59998612,10.002,1.2099,3.8332,0.0,93.252,13.81942,0.19612789,4.8548203,6.1654377,-2.9488065,3
0.599984578,10.001,12.807,3.7227,0.0,86.68,10.947786,0.088740215,4.4134655,4.7497783,-3.7944596,3
0.599984578,10.001,12.807,3.7227,0.0,86.68,11.469855,0.5586604,4.018412,3.9705737,-3.6432827,2
0.599984578,10.001,12.807,3.7227,0.0,86.68,12.708475,0.000819698,3.4681697,4.585855,-3.449517,4
0.599984578,10.001,12.807,3.7227,0.0,86.68,9.829904,0.28584385,4.55351,3.6963012,-4.277881,5
0.599984578,10.001,12.807,3.7227,0.0,86.68,11.125735,-0.4542279,3.2529538,3.4551542,-3.894779,1
0.501340141,10.002,4.2862,3.4531,9.00222381,88.962,10.973714,-0.28366694,3.775569,-1.3438448,7.7840114,5
0.501340141,10.002,4.2862,3.4531,9.00222381,88.962,12.098926,0.58587825,2.9282699,-3.7721338,7.4932814,2
0.501340141,10.002,4.2862,3.4531,9.00222381,88.962,11.558207,-0.20573284,2.366875,-3.316934,6.1737657,1
0.501340141,10.002,4.2862,3.4531,9.00222381,88.962,12.411742,0.0468541,2.4593248,-1.7034912,6.015904,3
0.501340141,10.002,4.2862,3.4531,9.00222381,88.962,11.663744,0.4983699,4.1990128,-3.1949687,7.158652,4
0.501305325,10.002,4.2512,3.39,12.00157143,88.74,11.627125,-0.25260562,2.8015115,-3.5605786,6.043677,1
0.501305325,10.002,4.2512,3.39,12.00157143,88.74,11.933774,0.45680287,3.9384685,-3.9770117,7.460685,4
0.501305325,10.002,4.2512,3.39,12.00157143,88.74,12.255523,0.087540925,2.9391296,-3.161139,6.1866884,3
0.501305325,10.002,4.2512,3.39,12.00157143,88.74,11.421331,-0.4080447,3.5065546,-2.6507418,7.9240966,5
0.501305325,10.002,4.2512,3.39,12.00157143,88.74,12.523904,0.5910637,3.6291564,-5.629823,7.3657517,2
0.500783209,10.002,2.9739,3.5264,6.00082,89.703,12.881691,0.24821441,0.053172633,0.26631847,5.0321326,3
0.500783209,10.002,2.9739,3.5264,6.00082,89.703,11.882425,-0.13258077,0.18908083,-1.2166561,6.2262654,1
0.500783209,10.002,2.9739,3.5264,6.00082,89.703,11.351823,-0.15035832,1.9447072,-0.48624167,7.933439,5
0.500783209,10.002,2.9739,3.5264,6.00082,89.703,11.950377,0.5258241,-0.018492594,-0.067258745,7.283688,2
0.500783209,10.002,2.9739,3.5264,6.00082,89.703,11.2217455,0.39270028,-1.0454353,-1.0417149,7.8091865,4
0.500504723,10.002,2.0998,3.6081,3.00002,89.673,10.907705,0.35334343,1.7563865,1.3159872,5.3523197,2
0.500504723,10.002,2.0998,3.6081,3.00002,89.673,11.737523,-0.04070297,0.642851,1.6971418,4.4918733,1
0.500504723,10.002,2.0998,3.6081,3.00002,89.673,11.970128,0.21069176,1.585517,1.2433006,3.778505,3
0.500504723,10.002,2.0998,3.6081,3.00002,89.673,11.967758,0.39801124,1.8661488,0.71601844,5.9698167,4
0.500504723,10.002,2.0998,3.6081,3.00002,89.673,11.094835,-0.20307648,2.6384504,1.7748536,5.504151,5
0.500170976,10.002,41.062,3.6741,1.000072,96.69,8.113471,-0.2972816,15.940717,2.6060073,2.7146132,5
0.500170976,10.002,41.062,3.6741,1.000072,96.69,9.128896,-0.18261066,12.727707,1.7870748,2.1403868,1
0.500170976,10.002,41.062,3.6741,1.000072,96.69,8.994272,0.2937615,14.043018,3.3156896,1.2337866,4
0.500170976,10.002,41.062,3.6741,1.000072,96.69,8.204618,0.5313603,15.101575,2.4847736,1.3412988,2
0.500170976,10.002,41.062,3.6741,1.000072,96.69,7.64691,0.16161068,15.222628,3.593489,0.59659845,3
0.500153935,10.002,26.856,3.6662,0.999850952,92.781,7.664016,0.14308102,10.69204,3.4246168,0.84162515,3
0.500153935,10.002,26.856,3.6662,0.999850952,92.781,8.101665,-0.22395061,12.944773,2.1361082,2.0628228,5
0.500153935,10.002,26.856,3.6662,0.999850952,92.781,8.864914,0.6109014,11.0475025,2.4230905,2.0538538,2
0.500153935,10.002,26.856,3.6662,0.999850952,92.781,9.16752,0.40275055,11.048742,3.3721142,2.0239782,4
0.500153935,10.002,26.856,3.6662,0.999850952,92.781,9.010246,-0.21518047,8.221072,1.5709356,3.2776806,1
0.500153869,2.002,26.075,3.6677,1.000107143,96.143,8.461026,2.8216074,9.384687,3.3214796,2.4829447,3
0.500153869,2.002,26.075,3.6677,1.000107143,96.143,9.8038845,2.9499476,9.973743,3.2720873,1.9697071,4
0.500153869,2.002,26.075,3.6677,1.000107143,96.143,8.993363,3.1381598,7.7622447,1.7705013,2.6488209,1
0.500153869,2.002,26.075,3.6677,1.000107143,96.143,8.663654,1.0503948,10.933861,2.745121,3.1392689,5
0.500153869,2.002,26.075,3.6677,1.000107143,96.143,8.763193,1.6391531,10.419674,2.397725,2.3163645,2
0.500121835,10.001,0.48023,3.6857,1.000085,89.868,10.217818,0.34742668,4.3296123,3.7069619,1.5666028,2
0.500121835,10.001,0.48023,3.6857,1.000085,89.868,9.797303,-0.17188689,4.97798,4.8428764,0.65617126,3
0.500121835,10.001,0.48023,3.6857,1.000085,89.868,9.991796,0.03142827,-11.778149,3.8077176,1.0764829,4
0.500121835,10.001,0.48023,3.6857,1.000085,89.868,9.554857,-0.21129483,3.3446727,3.5368857,2.096726,1
0.500121835,10.001,0.48023,3.6857,1.000085,89.868,9.858784,0.29079616,5.2177763,3.1874294,2.9359326,5
0.500000111,10.003,-7.096,3.618,0.0,45.937,5.370083,-0.66130924,-15.485016,0.5726716,-3.8069077,1
0.500000111,10.003,-7.096,3.618,0.0,45.937,8.364417,-1.4294192,-19.371576,-2.6157572,-4.8227277,4
0.500000111,10.003,-7.096,3.618,0.0,45.937,3.8182507,-0.0045656147,-20.445908,0.5268888,-4.642068,5
