SOC,PulseLength(s),Temperature(C),Voltage(V),Current(A),AvgCurrent_5s,AvgCurrent_10s,AvgCurrent_20s,AvgCurrent_50s
11.468317937277025,-0.13567180761136113,4.2801378019037655,9.869749049802776,0.025801114635542036,-1.9425712426519022,-1.538068380379118,-0.6390571534470655,-0.17532780706416815
10.216267497434746,-0.6346409952966496,-1.3089168573741334,6.931158815174131,-0.07630715200910344,-1.6529135658359155,-1.8811815673392267,-1.5401210316596552,-0.22667225797194987
10.78712092179223,-1.4367526369332335,4.050135709829629,6.704144597611157,-0.03642845015856437,-1.9598879395006223,-1.9099312582844867,-1.2955391014335327,-0.17231764916796238
12.666963190307142,0.03142736170440912,5.6925448500609495,11.503963758811587,0.17965983979636804,-1.1245308203808964,-1.3118774445541204,-0.5920307723755832,-0.1616678716149181
12.235531468527043,-1.4441067009489053,-10.426869848029455,10.77288297764957,-0.037437911891611296,-1.1166521469410509,-1.355120459375903,-0.7457678405279876,-0.16418969310820103
3.347715221431572,-0.04327775679877959,10.513807094937656,2.6703432533855085,-0.2491750123910606,2.273462448865175,2.5717329942877405,0.9854914277759963,-0.11781268422026187
-23.672038423655323,1.372476570981089,16.99967203732813,-7.324141825764673,-0.15446002646582202,-2.0625436076521875,-1.1490991890709847,-0.5525022156600607,-0.21057919497136027
9.216570438372436,-0.11163544617942535,5.048911962825805,5.538223213301972,-0.3538408748200163,1.0871226887684315,1.6401027534622699,1.1663756745296996,-0.2475476817879826
1.9210375741194001,-1.3594775834679604,0.02731607365538366,-2.3723689128272234,-0.18031063817441464,-2.0974229139834644,-1.8995292488927953,-1.5958025715406985,-0.17326749641448258
2.078341914060293,1.5336890356603545,9.307692595056723,-1.8665651159151457,-0.1613443228160031,1.701688807569444,1.668745701983571,1.031161186506506,-0.1385440215142444
6.204738945080899,-0.5875069768726826,5.073144071790157,7.6100398782629055,0.13201958999270574,-1.9840407179063186,-1.788141420558095,-1.1554991608439014,-0.160555428378284
2.9460443214082623,0.5353013038239441,-9.485762104606255,3.3988798421225512,-0.23703163366764785,1.8315916786203161,1.64214888186194,0.6158335194532992,-0.26097928601317105
13.398357405448332,-0.1802252718899399,2.2495041744608897,5.6670511617849115,-0.06391880662646145,1.7778693991200998,2.0813010418927296,1.3054910889815075,0.1921404696488753
10.53909383248887,-1.2592307092552073,-0.7347693685465493,6.944916031410685,-0.08424214982544072,-1.9636850695544854,-1.9357384262420236,-1.3693213114971876,-0.22979254942853003
-9.347643098729314,-0.8130643181956839,1.233158888053149,-11.732406065878457,0.849827329358086,3.574099635425955,0.934386256588623,1.5911110543226823,1.140333594599506
6.849298794638599,-0.18521969285560771,2.7138112254871523,-5.837074379501864,0.9061838958051521,4.499611646272242,1.9658738365233877,1.8847846807842144,1.6452323860209435
4.964878804425243,-0.18475665354635568,7.5289369282475676,9.136798418634571,0.03804867603816092,-1.5742410246375949,-2.0591787490528075,-1.1923164552135859,-0.14488248636480422
